invoice_no,customer_id,stock_code,description,quantity,unit_price,transaction_date,country
INV_004026,CUST_00072,PROD_0040,Product 40 Luxury,3,137.92,2024-08-08 07:18:32,Germany
INV_000778,CUST_02231,PROD_0031,Product 31 Vintage,1,150.26,2024-06-13 17:09:35,United Kingdom
INV_007773,CUST_01431,PROD_0010,Product 10 Essential,1,35.31,2024-12-14 15:16:39,United States
INV_007750,CUST_01107,PROD_0046,Product 46 Essential,1,123.74,2024-04-04 20:46:41,Canada
INV_001007,CUST_01686,PROD_0016,Product 16 Eco,2,117.57,2024-12-22 19:32:42,United States
INV_002961,CUST_02292,PROD_0014,Product 14 Modern,1,29.33,2024-02-03 01:40:28,United States
INV_003059,CUST_01396,PROD_0016,Product 16 Eco,1,117.57,2024-11-19 07:37:32,United States
INV_001373,CUST_00549,PROD_0046,Product 46 Essential,3,123.74,2024-05-13 02:30:05,Japan
INV_007031,CUST_00829,PROD_0030,Product 30 Modern,2,32.85,2024-04-24 06:09:10,United Kingdom
INV_005885,CUST_01730,PROD_0020,Product 20 Essential,7,77.18,2024-09-12 16:46:39,United States
INV_005719,CUST_01825,PROD_0041,Product 41 Eco,1,154.87,2024-12-19 02:14:48,United States
INV_002234,CUST_01803,PROD_0046,Product 46 Essential,4,123.74,2024-10-08 22:48:07,United Kingdom
INV_007462,CUST_01951,PROD_0045,Product 45 Eco,1,174.74,2024-01-18 11:44:14,United States
INV_002079,CUST_00870,PROD_0007,Product 7 Eco,1,47.98,2024-01-05 09:17:53,United Kingdom
INV_003657,CUST_01005,PROD_0043,Product 43 Vintage,1,5.62,2024-06-25 17:07:57,Canada
INV_006194,CUST_01599,PROD_0028,Product 28 Vintage,2,175.88,2024-04-23 06:08:41,Australia
INV_004357,CUST_00642,PROD_0043,Product 43 Vintage,2,5.62,2024-07-15 22:08:36,United States
INV_001419,CUST_01705,PROD_0005,Product 5 Vintage,2,103.53,2024-12-19 21:14:56,United Kingdom
INV_001054,CUST_01759,PROD_0019,Product 19 Luxury,1,59.19,2024-05-02 03:23:11,France
INV_004485,CUST_00731,PROD_0011,Product 11 Essential,3,23.08,2024-04-12 02:45:22,United Kingdom
INV_000793,CUST_00587,PROD_0026,Product 26 Luxury,1,165.24,2024-09-13 09:37:32,United Kingdom
INV_001067,CUST_02329,PROD_0039,Product 39 Eco,1,194.35,2024-06-12 10:43:56,United States
INV_001737,CUST_01406,PROD_0034,Product 34 Vintage,1,104.35,2024-05-22 02:39:37,United States
INV_005264,CUST_00706,PROD_0019,Product 19 Luxury,2,59.19,2024-04-16 03:31:36,Japan
INV_005706,CUST_02045,PROD_0043,Product 43 Vintage,2,5.62,2024-07-16 02:47:45,United Kingdom
INV_003598,CUST_00056,PROD_0015,Product 15 Modern,1,112.64,2024-09-22 05:39:45,United Kingdom
INV_005871,CUST_00442,PROD_0011,Product 11 Essential,1,23.08,2024-06-23 08:14:22,United States
INV_001140,CUST_02472,PROD_0009,Product 9 Luxury,1,141.13,2024-01-16 15:54:03,United States
INV_007013,CUST_00070,PROD_0028,Product 28 Vintage,1,175.88,2024-06-26 11:57:33,France
INV_007133,CUST_01475,PROD_0036,Product 36 Vintage,2,159.45,2024-06-23 08:50:58,United Kingdom
INV_003218,CUST_01336,PROD_0033,Product 33 Modern,2,82.87,2024-06-08 06:22:20,United Kingdom
INV_001299,CUST_01509,PROD_0022,Product 22 Luxury,1,128.81,2024-11-15 19:38:05,United Kingdom
INV_002406,CUST_01096,PROD_0022,Product 22 Luxury,10,128.81,2024-07-14 13:34:30,Germany
INV_007651,CUST_00205,PROD_0034,Product 34 Vintage,3,104.35,2024-09-17 01:12:50,Canada
INV_007712,CUST_00630,PROD_0035,Product 35 Luxury,1,172.91,2024-12-03 18:28:22,United States
INV_002845,CUST_00086,PROD_0040,Product 40 Luxury,1,137.92,2024-03-03 15:44:11,United States
INV_002115,CUST_00475,PROD_0030,Product 30 Modern,1,32.85,2024-01-02 14:18:24,United States
INV_000740,CUST_01473,PROD_0029,Product 29 Essential,1,132.8,2024-09-26 01:04:16,United States
INV_001760,CUST_02091,PROD_0018,Product 18 Essential,1,171.78,2024-07-08 07:46:15,France
INV_000029,CUST_02255,PROD_0023,Product 23 Eco,1,36.85,2024-02-08 00:34:31,United States
INV_002454,CUST_00226,PROD_0043,Product 43 Vintage,2,5.62,2024-08-24 04:22:48,United Kingdom
INV_003168,CUST_01890,PROD_0045,Product 45 Eco,1,174.74,2024-05-12 07:10:38,France
INV_006191,CUST_02165,PROD_0023,Product 23 Eco,1,36.85,2024-06-16 08:10:37,United States
INV_004744,CUST_01977,PROD_0016,Product 16 Eco,2,117.57,2024-03-22 14:08:02,United States
INV_002197,CUST_02262,PROD_0020,Product 20 Essential,3,77.18,2024-11-14 11:37:10,United Kingdom
INV_005430,CUST_00581,PROD_0035,Product 35 Luxury,3,172.91,2024-05-02 10:31:03,France
INV_002276,CUST_00436,PROD_0047,Product 47 Vintage,1,153.68,2024-12-20 10:08:04,United States
INV_004725,CUST_00725,PROD_0038,Product 38 Modern,1,199.23,2024-06-28 04:37:03,United Kingdom
INV_007529,CUST_02293,PROD_0001,Product 1 Luxury,3,149.59,2024-11-22 09:59:26,United Kingdom
INV_005342,CUST_00810,PROD_0045,Product 45 Eco,2,174.74,2024-04-12 05:46:33,United States
INV_003956,CUST_00498,PROD_0021,Product 21 Vintage,4,141.84,2024-11-23 10:02:04,United States
INV_002162,CUST_02426,PROD_0032,Product 32 Eco,1,150.66,2024-08-19 11:49:34,United Kingdom
INV_004455,CUST_00056,PROD_0008,Product 8 Eco,2,162.83,2024-03-03 22:49:02,United Kingdom
INV_005479,CUST_02047,PROD_0029,Product 29 Essential,1,132.8,2024-10-06 14:20:48,United States
INV_003506,CUST_01596,PROD_0028,Product 28 Vintage,1,175.88,2024-03-11 03:59:22,United States
INV_006486,CUST_02006,PROD_0046,Product 46 Essential,1,123.74,2024-07-20 12:49:28,United States
INV_005783,CUST_01964,PROD_0028,Product 28 Vintage,5,175.88,2024-01-27 07:31:42,United States
INV_001534,CUST_00874,PROD_0002,Product 2 Vintage,1,32.2,2024-12-01 21:55:34,Germany
INV_005402,CUST_00392,PROD_0029,Product 29 Essential,1,132.8,2024-05-29 04:28:31,Germany
INV_001024,CUST_02319,PROD_0017,Product 17 Luxury,2,133.94,2024-11-27 01:09:15,United Kingdom
INV_002337,CUST_02285,PROD_0036,Product 36 Vintage,4,159.45,2024-04-01 12:18:53,United States
INV_001352,CUST_02333,PROD_0019,Product 19 Luxury,2,59.19,2024-12-12 17:55:10,Canada
INV_004788,CUST_00261,PROD_0009,Product 9 Luxury,1,141.13,2024-12-17 21:50:45,Canada
INV_002855,CUST_02016,PROD_0012,Product 12 Luxury,4,170.25,2024-02-09 04:29:27,France
INV_007140,CUST_01268,PROD_0049,Product 49 Eco,2,100.27,2024-10-10 17:52:14,United States
INV_005558,CUST_02416,PROD_0016,Product 16 Eco,1,117.57,2024-12-23 02:52:48,United Kingdom
INV_006157,CUST_00174,PROD_0028,Product 28 Vintage,2,175.88,2024-05-01 23:45:04,United States
INV_005965,CUST_00134,PROD_0004,Product 4 Modern,3,10.8,2024-11-01 07:24:49,France
INV_004585,CUST_00117,PROD_0004,Product 4 Modern,2,10.8,2024-03-04 16:49:58,United Kingdom
INV_000175,CUST_01278,PROD_0047,Product 47 Vintage,1,153.68,2024-08-11 14:48:52,Germany
INV_004115,CUST_02412,PROD_0001,Product 1 Luxury,2,149.59,2024-07-10 10:45:31,United States
INV_004215,CUST_00428,PROD_0012,Product 12 Luxury,1,170.25,2024-01-21 23:17:36,United States
INV_000295,CUST_00773,PROD_0038,Product 38 Modern,3,199.23,2024-09-27 21:09:23,United States
INV_002920,CUST_00432,PROD_0012,Product 12 Luxury,2,170.25,2024-05-07 07:45:18,United Kingdom
INV_000033,CUST_01972,PROD_0042,Product 42 Essential,2,62.22,2024-03-24 00:16:09,Canada
INV_004861,CUST_01061,PROD_0018,Product 18 Essential,3,171.78,2024-04-09 04:06:25,United Kingdom
INV_001602,CUST_01514,PROD_0041,Product 41 Eco,1,154.87,2024-03-31 21:12:43,United States
INV_002124,CUST_00612,PROD_0032,Product 32 Eco,2,150.66,2024-03-02 03:58:09,United States
INV_001734,CUST_01482,PROD_0004,Product 4 Modern,2,10.8,2024-08-25 23:30:20,Canada
INV_004014,CUST_02443,PROD_0050,Product 50 Luxury,2,176.34,2024-04-21 20:09:19,Germany
INV_004813,CUST_01816,PROD_0038,Product 38 Modern,1,199.23,2024-05-12 23:41:41,United Kingdom
INV_002582,CUST_02215,PROD_0006,Product 6 Luxury,1,43.76,2024-07-31 06:52:04,United States
INV_006515,CUST_00532,PROD_0044,Product 44 Essential,4,153.57,2024-04-01 06:27:04,France
INV_001388,CUST_00039,PROD_0031,Product 31 Vintage,2,150.26,2024-04-26 22:36:31,United States
INV_007574,CUST_01341,PROD_0009,Product 9 Luxury,3,141.13,2024-06-03 00:06:08,United States
INV_006862,CUST_00553,PROD_0030,Product 30 Modern,2,32.85,2024-10-07 13:05:03,United Kingdom
INV_006469,CUST_01205,PROD_0037,Product 37 Modern,3,17.38,2024-03-13 02:44:45,United Kingdom
INV_007375,CUST_00857,PROD_0034,Product 34 Vintage,1,104.35,2024-05-20 21:03:26,France
INV_006463,CUST_00512,PROD_0040,Product 40 Luxury,2,137.92,2024-03-06 05:07:28,United States
INV_006056,CUST_00006,PROD_0043,Product 43 Vintage,1,5.62,2024-07-05 19:25:27,United States
INV_001735,CUST_00767,PROD_0011,Product 11 Essential,1,23.08,2024-08-01 00:58:53,United States
INV_000279,CUST_00465,PROD_0015,Product 15 Modern,1,112.64,2024-06-28 05:00:21,Australia
INV_001399,CUST_00053,PROD_0020,Product 20 Essential,1,77.18,2024-09-17 20:04:28,United States
INV_000037,CUST_02277,PROD_0042,Product 42 Essential,1,62.22,2024-09-14 01:05:15,Germany
INV_005258,CUST_01231,PROD_0003,Product 3 Luxury,1,21.94,2024-12-17 08:11:31,France
INV_003942,CUST_00701,PROD_0050,Product 50 Luxury,2,176.34,2024-08-21 13:44:24,United States
INV_004020,CUST_01944,PROD_0007,Product 7 Eco,3,47.98,2024-06-15 04:31:38,United States
INV_000404,CUST_00469,PROD_0025,Product 25 Eco,2,138.49,2024-11-27 04:36:15,Germany
INV_001216,CUST_00006,PROD_0019,Product 19 Luxury,1,59.19,2024-01-19 16:46:00,United States
INV_004148,CUST_02351,PROD_0033,Product 33 Modern,4,82.87,2024-08-04 02:39:35,United States
INV_004605,CUST_01160,PROD_0038,Product 38 Modern,1,199.23,2024-11-14 09:00:23,Germany
INV_004718,CUST_00791,PROD_0011,Product 11 Essential,5,23.08,2024-11-26 05:27:15,Canada
INV_000410,CUST_01045,PROD_0035,Product 35 Luxury,1,172.91,2024-05-25 08:44:18,Australia
INV_007751,CUST_00963,PROD_0023,Product 23 Eco,1,36.85,2024-08-01 12:49:04,Germany
INV_001531,CUST_00394,PROD_0009,Product 9 Luxury,2,141.13,2024-03-06 00:13:57,Japan
INV_004180,CUST_02310,PROD_0027,Product 27 Essential,4,57.2,2024-12-17 04:54:33,United Kingdom
INV_007884,CUST_01109,PROD_0003,Product 3 Luxury,1,21.94,2024-07-27 04:33:01,United Kingdom
INV_004691,CUST_02280,PROD_0038,Product 38 Modern,2,199.23,2024-10-15 23:04:02,United Kingdom
INV_003742,CUST_01919,PROD_0045,Product 45 Eco,1,174.74,2024-07-04 09:50:31,United States
INV_002300,CUST_00259,PROD_0008,Product 8 Eco,1,162.83,2024-11-03 20:51:52,United Kingdom
INV_003622,CUST_01599,PROD_0008,Product 8 Eco,1,162.83,2024-06-04 16:10:59,United Kingdom
INV_004774,CUST_00050,PROD_0004,Product 4 Modern,1,10.8,2024-11-22 05:09:15,Germany
INV_002423,CUST_02129,PROD_0033,Product 33 Modern,2,82.87,2024-09-07 08:46:43,United States
INV_002033,CUST_02096,PROD_0031,Product 31 Vintage,1,150.26,2024-08-25 16:55:46,Australia
INV_002818,CUST_02466,PROD_0040,Product 40 Luxury,2,137.92,2024-10-08 21:59:04,United Kingdom
INV_005432,CUST_01779,PROD_0050,Product 50 Luxury,1,176.34,2024-09-08 00:12:59,United States
INV_000866,CUST_00305,PROD_0010,Product 10 Essential,1,35.31,2024-09-22 19:20:17,Australia
INV_004718,CUST_00791,PROD_0028,Product 28 Vintage,2,175.88,2024-11-26 05:27:15,Canada
INV_004270,CUST_02094,PROD_0045,Product 45 Eco,1,174.74,2024-01-31 01:53:18,United States
INV_006227,CUST_02069,PROD_0015,Product 15 Modern,2,112.64,2024-07-11 21:15:58,Germany
INV_004624,CUST_02354,PROD_0044,Product 44 Essential,2,153.57,2024-07-15 21:18:24,United States
INV_004432,CUST_00071,PROD_0043,Product 43 Vintage,1,5.62,2024-07-12 00:42:03,Germany
INV_004017,CUST_00978,PROD_0005,Product 5 Vintage,1,103.53,2024-03-07 02:40:57,United States
INV_007697,CUST_00632,PROD_0043,Product 43 Vintage,3,5.62,2024-09-07 18:51:01,United States
INV_006632,CUST_02095,PROD_0047,Product 47 Vintage,3,153.68,2024-03-15 21:30:15,United States
INV_005652,CUST_00786,PROD_0049,Product 49 Eco,4,100.27,2024-11-16 16:24:36,United States
INV_005515,CUST_00949,PROD_0040,Product 40 Luxury,4,137.92,2024-10-04 21:35:22,France
INV_004874,CUST_02499,PROD_0049,Product 49 Eco,4,100.27,2024-09-09 12:03:39,Japan
INV_006580,CUST_02387,PROD_0032,Product 32 Eco,1,150.66,2024-03-13 07:01:45,Australia
INV_004764,CUST_02405,PROD_0020,Product 20 Essential,1,77.18,2024-11-27 02:54:20,United Kingdom
INV_007124,CUST_02245,PROD_0042,Product 42 Essential,1,62.22,2024-03-26 01:30:06,Japan
INV_000365,CUST_02202,PROD_0030,Product 30 Modern,7,32.85,2024-02-22 16:28:50,United States
INV_004917,CUST_01126,PROD_0006,Product 6 Luxury,2,43.76,2024-10-10 08:38:10,United Kingdom
INV_005774,CUST_01994,PROD_0048,Product 48 Eco,4,184.1,2024-06-04 01:10:44,United Kingdom
INV_001903,CUST_00909,PROD_0024,Product 24 Modern,1,197.95,2024-03-24 10:17:37,Canada
INV_003291,CUST_00673,PROD_0015,Product 15 Modern,4,112.64,2024-10-07 06:29:13,United States
INV_005113,CUST_00291,PROD_0010,Product 10 Essential,1,35.31,2024-08-26 09:30:03,United States
INV_007647,CUST_00533,PROD_0031,Product 31 Vintage,1,150.26,2024-02-02 19:56:08,United States
INV_002177,CUST_01411,PROD_0001,Product 1 Luxury,5,149.59,2024-02-04 16:13:08,United Kingdom
INV_006172,CUST_00985,PROD_0041,Product 41 Eco,1,154.87,2024-06-08 07:11:13,United Kingdom
INV_002626,CUST_02068,PROD_0035,Product 35 Luxury,6,172.91,2024-11-08 07:00:15,United States
INV_007627,CUST_01530,PROD_0035,Product 35 Luxury,2,172.91,2024-01-23 17:09:48,United States
INV_003555,CUST_00747,PROD_0027,Product 27 Essential,1,57.2,2024-07-27 07:51:56,France
INV_007613,CUST_02499,PROD_0008,Product 8 Eco,7,162.83,2024-05-14 21:45:19,Germany
INV_005318,CUST_02263,PROD_0018,Product 18 Essential,2,171.78,2024-03-15 21:59:25,United Kingdom
INV_004440,CUST_00851,PROD_0030,Product 30 Modern,1,32.85,2024-12-01 20:46:42,Australia
INV_000901,CUST_01234,PROD_0005,Product 5 Vintage,1,103.53,2024-04-14 05:43:57,United Kingdom
INV_001195,CUST_01495,PROD_0008,Product 8 Eco,1,162.83,2024-01-29 04:02:36,United States
INV_007373,CUST_02249,PROD_0045,Product 45 Eco,2,174.74,2024-06-22 10:55:54,United States
INV_004098,CUST_02029,PROD_0040,Product 40 Luxury,3,137.92,2024-02-22 23:21:56,United States
INV_005013,CUST_00168,PROD_0017,Product 17 Luxury,2,133.94,2024-05-28 03:51:13,France
INV_007328,CUST_00765,PROD_0008,Product 8 Eco,2,162.83,2024-12-11 05:44:22,United States
INV_005941,CUST_01447,PROD_0046,Product 46 Essential,1,123.74,2024-03-09 12:09:12,United States
INV_005501,CUST_01107,PROD_0038,Product 38 Modern,1,199.23,2024-01-09 18:15:52,Germany
INV_003899,CUST_00129,PROD_0014,Product 14 Modern,1,29.33,2024-02-15 12:26:58,Japan
INV_005360,CUST_01968,PROD_0025,Product 25 Eco,1,138.49,2024-05-23 20:46:57,United Kingdom
INV_004496,CUST_00481,PROD_0008,Product 8 Eco,1,162.83,2024-04-03 12:09:57,United Kingdom
INV_000723,CUST_01223,PROD_0014,Product 14 Modern,3,29.33,2024-08-08 13:47:17,United Kingdom
INV_007384,CUST_01896,PROD_0017,Product 17 Luxury,1,133.94,2024-06-24 21:57:08,United States
INV_006263,CUST_00791,PROD_0048,Product 48 Eco,1,184.1,2024-12-05 17:59:53,Japan
INV_000761,CUST_02289,PROD_0037,Product 37 Modern,2,17.38,2024-06-28 13:40:41,Germany
INV_007296,CUST_01503,PROD_0008,Product 8 Eco,3,162.83,2024-06-06 14:54:55,United Kingdom
INV_000040,CUST_00250,PROD_0027,Product 27 Essential,1,57.2,2024-10-17 11:38:15,United States
INV_001349,CUST_01564,PROD_0012,Product 12 Luxury,1,170.25,2024-07-24 18:27:10,United States
INV_002224,CUST_01151,PROD_0016,Product 16 Eco,1,117.57,2024-04-16 21:12:33,Canada
INV_002846,CUST_00788,PROD_0050,Product 50 Luxury,1,176.34,2024-07-01 05:38:16,United States
INV_007535,CUST_01055,PROD_0037,Product 37 Modern,3,17.38,2024-11-01 01:59:33,United States
INV_002575,CUST_00110,PROD_0006,Product 6 Luxury,2,43.76,2024-03-10 13:17:34,United States
INV_004980,CUST_00909,PROD_0041,Product 41 Eco,2,154.87,2024-10-28 08:01:05,United States
INV_000988,CUST_02346,PROD_0042,Product 42 Essential,2,62.22,2024-02-14 08:28:59,United States
INV_004101,CUST_00823,PROD_0042,Product 42 Essential,2,62.22,2024-02-14 13:09:50,United States
INV_007035,CUST_00064,PROD_0021,Product 21 Vintage,1,141.84,2024-07-24 00:53:32,United States
INV_003688,CUST_01236,PROD_0039,Product 39 Eco,1,194.35,2024-08-30 15:10:08,France
INV_002335,CUST_00361,PROD_0016,Product 16 Eco,1,117.57,2024-08-31 13:50:59,France
INV_004572,CUST_00033,PROD_0003,Product 3 Luxury,4,21.94,2024-03-02 15:39:42,United States
INV_007359,CUST_01577,PROD_0014,Product 14 Modern,1,29.33,2024-02-17 14:09:13,Australia
INV_004936,CUST_00913,PROD_0046,Product 46 Essential,1,123.74,2024-02-05 18:39:25,United States
INV_007827,CUST_00734,PROD_0039,Product 39 Eco,1,194.35,2024-04-15 01:47:52,United Kingdom
INV_007985,CUST_02395,PROD_0019,Product 19 Luxury,2,59.19,2024-01-31 23:58:42,United States
INV_000405,CUST_02259,PROD_0034,Product 34 Vintage,1,104.35,2024-10-06 22:42:53,Canada
INV_007197,CUST_00644,PROD_0005,Product 5 Vintage,1,103.53,2024-05-09 18:43:48,United States
INV_000048,CUST_02391,PROD_0027,Product 27 Essential,2,57.2,2024-08-07 12:17:48,United Kingdom
INV_003283,CUST_00912,PROD_0040,Product 40 Luxury,2,137.92,2024-08-24 03:33:35,Canada
INV_004939,CUST_02199,PROD_0035,Product 35 Luxury,2,172.91,2024-06-20 00:58:23,United States
INV_001542,CUST_01060,PROD_0013,Product 13 Eco,1,162.38,2024-06-07 07:24:46,United States
INV_003856,CUST_01901,PROD_0038,Product 38 Modern,5,199.23,2024-06-09 08:49:50,Canada
INV_001380,CUST_00154,PROD_0025,Product 25 Eco,3,138.49,2024-05-25 17:02:48,Canada
INV_002360,CUST_01469,PROD_0002,Product 2 Vintage,3,32.2,2024-04-14 17:44:06,United States
INV_006849,CUST_01814,PROD_0045,Product 45 Eco,1,174.74,2024-04-15 04:41:31,United States
INV_000395,CUST_00128,PROD_0029,Product 29 Essential,1,132.8,2024-01-24 14:56:01,Japan
INV_002759,CUST_00835,PROD_0037,Product 37 Modern,3,17.38,2024-12-03 03:57:35,United States
INV_004644,CUST_00146,PROD_0002,Product 2 Vintage,2,32.2,2024-08-19 09:03:42,United States
INV_003528,CUST_00057,PROD_0018,Product 18 Essential,1,171.78,2024-08-27 08:12:27,United States
INV_000945,CUST_00581,PROD_0004,Product 4 Modern,1,10.8,2024-05-15 06:39:30,United States
INV_000904,CUST_00316,PROD_0004,Product 4 Modern,2,10.8,2024-05-20 05:55:41,United States
INV_003618,CUST_00780,PROD_0040,Product 40 Luxury,1,137.92,2024-10-14 15:57:57,France
INV_000803,CUST_01232,PROD_0002,Product 2 Vintage,3,32.2,2024-11-29 00:51:49,Germany
INV_002671,CUST_01507,PROD_0039,Product 39 Eco,1,194.35,2024-11-14 23:40:48,United States
INV_006873,CUST_01065,PROD_0002,Product 2 Vintage,2,32.2,2024-05-07 05:57:18,United States
INV_002689,CUST_01069,PROD_0014,Product 14 Modern,2,29.33,2024-07-15 15:22:47,United States
INV_002370,CUST_01896,PROD_0038,Product 38 Modern,1,199.23,2024-04-18 10:03:40,United States
INV_005658,CUST_01316,PROD_0023,Product 23 Eco,2,36.85,2024-03-20 09:44:49,France
INV_001604,CUST_01480,PROD_0039,Product 39 Eco,1,194.35,2024-05-30 17:17:23,United Kingdom
INV_004303,CUST_00566,PROD_0024,Product 24 Modern,3,197.95,2024-08-23 04:05:40,United States
INV_005987,CUST_00167,PROD_0028,Product 28 Vintage,1,175.88,2024-05-01 03:02:45,Canada
INV_005873,CUST_01311,PROD_0022,Product 22 Luxury,1,128.81,2024-08-12 23:11:26,United States
INV_004627,CUST_01241,PROD_0016,Product 16 Eco,1,117.57,2024-06-14 01:06:42,United States
INV_003787,CUST_01676,PROD_0033,Product 33 Modern,1,82.87,2024-11-28 19:49:40,United Kingdom
INV_001211,CUST_01309,PROD_0050,Product 50 Luxury,8,176.34,2024-03-06 04:49:26,United Kingdom
INV_004237,CUST_00234,PROD_0036,Product 36 Vintage,2,159.45,2024-11-09 13:28:57,United States
INV_001018,CUST_00382,PROD_0001,Product 1 Luxury,1,149.59,2024-10-10 20:46:45,Japan
INV_007558,CUST_00176,PROD_0041,Product 41 Eco,2,154.87,2024-04-27 04:42:42,United States
INV_007154,CUST_01286,PROD_0025,Product 25 Eco,8,138.49,2024-10-31 20:06:40,France
INV_005776,CUST_01898,PROD_0041,Product 41 Eco,2,154.87,2024-02-20 15:32:51,United States
INV_001441,CUST_02348,PROD_0004,Product 4 Modern,1,10.8,2024-06-23 00:34:53,United States
INV_003804,CUST_01951,PROD_0003,Product 3 Luxury,2,21.94,2024-02-14 09:35:58,United States
INV_001786,CUST_01823,PROD_0002,Product 2 Vintage,1,32.2,2024-02-22 11:21:43,Australia
INV_006362,CUST_00080,PROD_0034,Product 34 Vintage,1,104.35,2024-08-03 17:18:15,France
INV_006051,CUST_02278,PROD_0028,Product 28 Vintage,1,175.88,2024-11-28 09:06:05,United Kingdom
INV_007904,CUST_01186,PROD_0046,Product 46 Essential,1,123.74,2024-11-25 02:23:26,Canada
INV_002748,CUST_00676,PROD_0034,Product 34 Vintage,2,104.35,2024-05-02 13:04:23,Germany
INV_000696,CUST_01220,PROD_0042,Product 42 Essential,2,62.22,2024-10-26 11:51:54,United States
INV_006839,CUST_01185,PROD_0040,Product 40 Luxury,2,137.92,2024-04-16 06:08:15,United States
INV_001356,CUST_01284,PROD_0048,Product 48 Eco,1,184.1,2024-09-03 09:57:32,United States
INV_003430,CUST_01246,PROD_0007,Product 7 Eco,4,47.98,2024-06-26 16:30:43,Germany
INV_006974,CUST_00635,PROD_0007,Product 7 Eco,2,47.98,2024-12-09 14:55:35,Canada
INV_003686,CUST_01372,PROD_0033,Product 33 Modern,3,82.87,2024-08-20 20:47:02,United States
INV_002549,CUST_01480,PROD_0009,Product 9 Luxury,1,141.13,2024-09-30 16:34:05,United States
INV_003837,CUST_01491,PROD_0028,Product 28 Vintage,3,175.88,2024-01-07 06:54:48,United States
INV_006525,CUST_01382,PROD_0002,Product 2 Vintage,1,32.2,2024-10-14 16:46:26,Canada
INV_007126,CUST_02220,PROD_0043,Product 43 Vintage,5,5.62,2024-07-14 11:50:24,United States
INV_006591,CUST_01262,PROD_0023,Product 23 Eco,2,36.85,2024-04-13 14:33:13,United States
INV_007223,CUST_01735,PROD_0027,Product 27 Essential,1,57.2,2024-05-01 01:06:48,United States
INV_000758,CUST_00373,PROD_0012,Product 12 Luxury,1,170.25,2024-12-15 02:15:21,United Kingdom
INV_002444,CUST_00640,PROD_0023,Product 23 Eco,2,36.85,2024-01-02 16:01:32,Japan
INV_006533,CUST_00026,PROD_0029,Product 29 Essential,2,132.8,2024-12-08 17:24:10,United States
INV_006544,CUST_02130,PROD_0023,Product 23 Eco,1,36.85,2024-07-22 19:24:53,United Kingdom
INV_003203,CUST_02154,PROD_0005,Product 5 Vintage,1,103.53,2024-05-07 17:29:26,Canada
INV_006995,CUST_00009,PROD_0040,Product 40 Luxury,1,137.92,2024-01-07 07:43:00,United States
INV_006923,CUST_01961,PROD_0005,Product 5 Vintage,7,103.53,2024-05-12 21:04:19,United States
INV_005401,CUST_00080,PROD_0046,Product 46 Essential,1,123.74,2024-05-01 17:39:33,United Kingdom
INV_005675,CUST_01791,PROD_0038,Product 38 Modern,5,199.23,2024-05-30 06:01:36,United States
INV_002743,CUST_02045,PROD_0020,Product 20 Essential,5,77.18,2024-12-04 12:38:32,Japan
INV_002464,CUST_01262,PROD_0020,Product 20 Essential,3,77.18,2024-06-22 01:04:10,Canada
INV_003464,CUST_00738,PROD_0011,Product 11 Essential,2,23.08,2024-01-03 01:37:23,United Kingdom
INV_007567,CUST_01605,PROD_0024,Product 24 Modern,1,197.95,2024-03-14 21:51:37,United States
INV_000898,CUST_00347,PROD_0027,Product 27 Essential,1,57.2,2024-10-08 12:02:03,Canada
INV_004520,CUST_02009,PROD_0040,Product 40 Luxury,1,137.92,2024-03-08 11:39:46,United Kingdom
INV_006357,CUST_01814,PROD_0048,Product 48 Eco,1,184.1,2024-08-20 13:33:12,United States
INV_004769,CUST_00266,PROD_0044,Product 44 Essential,1,153.57,2024-05-12 23:05:30,United States
INV_007379,CUST_02041,PROD_0026,Product 26 Luxury,1,165.24,2024-01-19 21:04:21,United States
INV_003296,CUST_01473,PROD_0032,Product 32 Eco,1,150.66,2024-06-03 15:54:27,United States
INV_001244,CUST_01563,PROD_0017,Product 17 Luxury,2,133.94,2024-05-23 11:04:23,United States
INV_001489,CUST_00218,PROD_0001,Product 1 Luxury,6,149.59,2024-09-17 07:13:18,United States
INV_001972,CUST_01421,PROD_0007,Product 7 Eco,3,47.98,2024-09-22 18:14:38,United States
INV_006278,CUST_02272,PROD_0021,Product 21 Vintage,1,141.84,2024-01-02 22:13:16,France
INV_004864,CUST_01993,PROD_0032,Product 32 Eco,1,150.66,2024-11-05 22:48:11,United States
INV_007546,CUST_01954,PROD_0023,Product 23 Eco,3,36.85,2024-10-07 23:56:16,Australia
INV_000539,CUST_01181,PROD_0007,Product 7 Eco,9,47.98,2024-04-02 06:58:02,United States
INV_002273,CUST_01609,PROD_0024,Product 24 Modern,3,197.95,2024-03-10 07:12:05,United Kingdom
INV_006519,CUST_01754,PROD_0031,Product 31 Vintage,1,150.26,2024-06-10 14:10:32,United States
INV_001916,CUST_02439,PROD_0028,Product 28 Vintage,1,175.88,2024-09-06 10:14:49,United States
INV_000350,CUST_00309,PROD_0044,Product 44 Essential,3,153.57,2024-02-24 15:57:01,Germany
INV_003454,CUST_01573,PROD_0048,Product 48 Eco,2,184.1,2024-07-07 00:59:29,Japan
INV_007164,CUST_01815,PROD_0007,Product 7 Eco,2,47.98,2024-09-30 11:28:30,United States
INV_001199,CUST_01996,PROD_0030,Product 30 Modern,1,32.85,2024-09-09 02:47:55,United States
