invoice_no,customer_id,product_id,stock_code,product_name,description,category,quantity,unit_price,total_spend,transaction_date,country,device
INV_006647,CUST_01019,PROD_0039,PROD_0039,Product 39 Eco,Product 39 Eco,Electronics,2,194.35,388.7,2024-03-17 21:02:24,Australia,Desktop
INV_004138,CUST_00436,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,1,162.83,162.83,2024-07-12 23:03:40,Australia,Desktop
INV_005889,CUST_01371,PROD_0040,PROD_0040,Product 40 Luxury,Product 40 Luxury,Electronics,1,137.92,137.92,2024-02-27 13:01:25,United States,Desktop
INV_005795,CUST_02245,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,8,162.83,1302.64,2024-10-09 23:38:41,Germany,Desktop
INV_004811,CUST_00733,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,2,141.13,282.26,2024-01-26 11:03:30,Germany,Desktop
INV_006925,CUST_01581,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,1,62.22,62.22,2024-12-02 11:25:05,Germany,Desktop
INV_004267,CUST_01448,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,3,132.8,398.4,2024-07-28 21:16:42,Germany,Desktop
INV_002506,CUST_01987,PROD_0047,PROD_0047,Product 47 Vintage,Product 47 Vintage,Electronics,1,153.68,153.68,2024-06-09 00:04:01,United States,Desktop
INV_005817,CUST_02416,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,3,199.23,597.69,2024-07-20 23:12:04,Germany,Desktop
INV_002105,CUST_00460,PROD_0040,PROD_0040,Product 40 Luxury,Product 40 Luxury,Electronics,1,137.92,137.92,2024-05-25 07:56:34,France,Desktop
INV_002916,CUST_02185,PROD_0017,PROD_0017,Product 17 Luxury,Product 17 Luxury,Electronics,2,133.94,267.88,2024-11-23 23:16:15,United Kingdom,Desktop
INV_002441,CUST_02186,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,1,123.74,123.74,2024-04-27 02:44:26,United States,Desktop
INV_000361,CUST_01902,PROD_0010,PROD_0010,Product 10 Essential,Product 10 Essential,Electronics,1,35.31,35.31,2024-12-19 04:06:25,Germany,Desktop
INV_002135,CUST_01827,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,1,62.22,62.22,2024-08-27 08:28:31,United States,Desktop
INV_001990,CUST_01301,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,5,172.91,864.55,2024-11-22 00:55:00,Canada,Desktop
INV_003552,CUST_01997,PROD_0041,PROD_0041,Product 41 Eco,Product 41 Eco,Electronics,2,154.87,309.74,2024-01-03 16:24:36,United States,Desktop
INV_003226,CUST_00339,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,4,175.88,703.52,2024-07-31 23:43:28,Germany,Desktop
INV_004495,CUST_01340,PROD_0005,PROD_0005,Product 5 Vintage,Product 5 Vintage,Electronics,4,103.53,414.12,2024-04-27 12:02:52,United Kingdom,Desktop
INV_000308,CUST_01629,PROD_0022,PROD_0022,Product 22 Luxury,Product 22 Luxury,Electronics,1,128.81,128.81,2024-09-09 08:54:59,United States,Desktop
INV_006275,CUST_00585,PROD_0011,PROD_0011,Product 11 Essential,Product 11 Essential,Electronics,2,23.08,46.16,2024-08-29 05:48:17,United States,Desktop
INV_005977,CUST_00411,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,2,141.13,282.26,2024-05-20 19:02:40,United States,Desktop
INV_003837,CUST_01491,PROD_0010,PROD_0010,Product 10 Essential,Product 10 Essential,Electronics,3,35.31,105.93,2024-01-07 06:54:48,United States,Desktop
INV_001549,CUST_01188,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,2,32.2,64.4,2024-11-01 14:21:50,Germany,Desktop
INV_004037,CUST_00606,PROD_0031,PROD_0031,Product 31 Vintage,Product 31 Vintage,Electronics,1,150.26,150.26,2024-06-08 08:26:59,Canada,Desktop
INV_004233,CUST_02494,PROD_0015,PROD_0015,Product 15 Modern,Product 15 Modern,Electronics,2,112.64,225.28,2024-10-20 00:14:43,Canada,Desktop
INV_003732,CUST_00657,PROD_0030,PROD_0030,Product 30 Modern,Product 30 Modern,Electronics,2,32.85,65.7,2024-01-05 05:17:35,United States,Desktop
INV_000095,CUST_00732,PROD_0032,PROD_0032,Product 32 Eco,Product 32 Eco,Electronics,1,150.66,150.66,2024-08-13 11:29:18,Australia,Desktop
INV_005663,CUST_02036,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,1,141.13,141.13,2024-05-25 15:14:25,United States,Desktop
INV_000441,CUST_01414,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,2,82.87,165.74,2024-06-15 23:05:07,United States,Desktop
INV_001828,CUST_00385,PROD_0041,PROD_0041,Product 41 Eco,Product 41 Eco,Electronics,1,154.87,154.87,2024-07-21 09:22:07,Germany,Desktop
INV_005865,CUST_01643,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,3,174.74,524.22,2024-06-11 07:45:32,France,Desktop
INV_001794,CUST_00044,PROD_0013,PROD_0013,Product 13 Eco,Product 13 Eco,Electronics,2,162.38,324.76,2024-01-01 00:51:38,United Kingdom,Desktop
INV_000796,CUST_00718,PROD_0023,PROD_0023,Product 23 Eco,Product 23 Eco,Electronics,1,36.85,36.85,2024-08-31 02:40:44,Germany,Desktop
INV_001462,CUST_01698,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,2,10.8,21.6,2024-01-19 01:24:53,Australia,Desktop
INV_005504,CUST_01546,PROD_0016,PROD_0016,Product 16 Eco,Product 16 Eco,Electronics,3,117.57,352.71,2024-01-12 14:40:14,United States,Desktop
INV_003157,CUST_01349,PROD_0006,PROD_0006,Product 6 Luxury,Product 6 Luxury,Electronics,3,43.76,131.28,2024-04-07 02:23:21,United States,Desktop
INV_003174,CUST_01453,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,1,62.22,62.22,2024-05-11 23:22:22,United States,Desktop
INV_000675,CUST_02306,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,3,132.8,398.4,2024-04-26 10:15:02,United Kingdom,Desktop
INV_007513,CUST_00139,PROD_0010,PROD_0010,Product 10 Essential,Product 10 Essential,Electronics,2,35.31,70.62,2024-04-09 18:46:32,Canada,Desktop
INV_007923,CUST_02313,PROD_0021,PROD_0021,Product 21 Vintage,Product 21 Vintage,Electronics,2,141.84,283.68,2024-12-01 08:11:20,United States,Desktop
INV_005565,CUST_00112,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,1,141.13,141.13,2024-05-27 13:33:06,United States,Desktop
INV_006904,CUST_00114,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,1,165.24,165.24,2024-02-10 06:08:48,United States,Desktop
INV_005587,CUST_00724,PROD_0036,PROD_0036,Product 36 Vintage,Product 36 Vintage,Electronics,4,159.45,637.8,2024-10-26 23:52:26,United States,Desktop
INV_003429,CUST_00222,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,1,199.23,199.23,2024-11-26 00:48:02,Australia,Desktop
INV_000905,CUST_01011,PROD_0006,PROD_0006,Product 6 Luxury,Product 6 Luxury,Electronics,3,43.76,131.28,2024-10-06 23:16:11,United Kingdom,Desktop
INV_000164,CUST_01927,PROD_0036,PROD_0036,Product 36 Vintage,Product 36 Vintage,Electronics,1,159.45,159.45,2024-01-08 12:39:55,Germany,Desktop
INV_005517,CUST_02450,PROD_0016,PROD_0016,Product 16 Eco,Product 16 Eco,Electronics,2,117.57,235.14,2024-05-22 15:27:27,United Kingdom,Desktop
INV_006081,CUST_00988,PROD_0037,PROD_0037,Product 37 Modern,Product 37 Modern,Electronics,1,17.38,17.38,2024-01-18 03:41:57,United Kingdom,Desktop
INV_005368,CUST_00572,PROD_0043,PROD_0043,Product 43 Vintage,Product 43 Vintage,Electronics,5,5.62,28.1,2024-11-02 03:09:54,United States,Desktop
INV_003912,CUST_01639,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,4,165.24,660.96,2024-12-24 04:54:26,United States,Desktop
INV_001773,CUST_01031,PROD_0049,PROD_0049,Product 49 Eco,Product 49 Eco,Electronics,1,100.27,100.27,2024-12-31 05:30:40,Germany,Desktop
INV_006345,CUST_01372,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,1,104.35,104.35,2024-11-15 20:08:26,Australia,Desktop
INV_007275,CUST_00795,PROD_0014,PROD_0014,Product 14 Modern,Product 14 Modern,Electronics,1,29.33,29.33,2024-01-17 02:08:40,Canada,Desktop
INV_004778,CUST_01350,PROD_0039,PROD_0039,Product 39 Eco,Product 39 Eco,Electronics,2,194.35,388.7,2024-07-16 01:27:52,United States,Desktop
INV_002839,CUST_01999,PROD_0003,PROD_0003,Product 3 Luxury,Product 3 Luxury,Electronics,1,21.94,21.94,2024-03-31 01:31:06,Germany,Desktop
INV_005753,CUST_00451,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,2,165.24,330.48,2024-10-04 01:38:48,United States,Desktop
INV_004041,CUST_00366,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,1,175.88,175.88,2024-03-16 06:44:21,Australia,Desktop
INV_005866,CUST_00964,PROD_0022,PROD_0022,Product 22 Luxury,Product 22 Luxury,Electronics,1,128.81,128.81,2024-11-04 11:00:59,Japan,Desktop
INV_004311,CUST_00140,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,1,62.22,62.22,2024-11-19 20:07:30,United States,Desktop
INV_000303,CUST_01804,PROD_0022,PROD_0022,Product 22 Luxury,Product 22 Luxury,Electronics,3,128.81,386.43,2024-02-08 17:22:49,United Kingdom,Desktop
INV_000399,CUST_02492,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,2,153.57,307.14,2024-02-27 14:34:17,United States,Desktop
INV_004493,CUST_00214,PROD_0014,PROD_0014,Product 14 Modern,Product 14 Modern,Electronics,1,29.33,29.33,2024-02-23 04:41:55,United Kingdom,Desktop
INV_005127,CUST_01392,PROD_0040,PROD_0040,Product 40 Luxury,Product 40 Luxury,Electronics,1,137.92,137.92,2024-06-24 10:24:19,Germany,Desktop
INV_000393,CUST_00178,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,2,174.74,349.48,2024-10-09 10:23:45,France,Desktop
INV_006240,CUST_01702,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,3,82.87,248.61,2024-12-22 00:00:12,United States,Desktop
INV_002880,CUST_00702,PROD_0024,PROD_0024,Product 24 Modern,Product 24 Modern,Electronics,4,197.95,791.8,2024-02-03 02:26:13,United States,Desktop
INV_007604,CUST_00551,PROD_0019,PROD_0019,Product 19 Luxury,Product 19 Luxury,Electronics,1,59.19,59.19,2024-05-08 05:35:06,United States,Desktop
INV_000638,CUST_02485,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,2,199.23,398.46,2024-02-25 19:05:21,United States,Desktop
INV_002359,CUST_00559,PROD_0050,PROD_0050,Product 50 Luxury,Product 50 Luxury,Electronics,1,176.34,176.34,2024-06-26 18:26:52,Germany,Desktop
INV_001039,CUST_02128,PROD_0017,PROD_0017,Product 17 Luxury,Product 17 Luxury,Electronics,1,133.94,133.94,2024-09-21 01:53:54,United States,Desktop
INV_000540,CUST_00196,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,1,165.24,165.24,2024-04-02 14:25:02,United States,Desktop
INV_000106,CUST_02078,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,1,174.74,174.74,2024-04-30 02:44:31,Germany,Desktop
INV_005208,CUST_01590,PROD_0049,PROD_0049,Product 49 Eco,Product 49 Eco,Electronics,5,100.27,501.35,2024-03-12 15:27:45,United States,Desktop
INV_004998,CUST_00657,PROD_0003,PROD_0003,Product 3 Luxury,Product 3 Luxury,Electronics,1,21.94,21.94,2024-10-23 22:31:21,Japan,Desktop
INV_000756,CUST_02132,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,1,199.23,199.23,2024-06-20 14:15:08,United States,Desktop
INV_005164,CUST_00428,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,1,82.87,82.87,2024-05-04 20:43:56,United Kingdom,Desktop
INV_007359,CUST_01577,PROD_0020,PROD_0020,Product 20 Essential,Product 20 Essential,Electronics,2,77.18,154.36,2024-02-17 14:09:13,Australia,Desktop
INV_004396,CUST_00897,PROD_0014,PROD_0014,Product 14 Modern,Product 14 Modern,Electronics,1,29.33,29.33,2024-05-11 23:33:10,United Kingdom,Desktop
INV_004276,CUST_01928,PROD_0017,PROD_0017,Product 17 Luxury,Product 17 Luxury,Electronics,2,133.94,267.88,2024-04-24 04:51:58,United Kingdom,Desktop
INV_001942,CUST_00100,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,3,141.13,423.39,2024-10-25 21:56:58,United States,Desktop
INV_000768,CUST_01176,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,1,132.8,132.8,2024-06-07 18:54:57,United States,Desktop
INV_004617,CUST_01275,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,1,174.74,174.74,2024-05-30 05:22:54,Germany,Desktop
INV_000975,CUST_00710,PROD_0050,PROD_0050,Product 50 Luxury,Product 50 Luxury,Electronics,1,176.34,176.34,2024-08-03 12:09:36,United States,Desktop
INV_003596,CUST_01034,PROD_0022,PROD_0022,Product 22 Luxury,Product 22 Luxury,Electronics,1,128.81,128.81,2024-07-09 19:07:14,United States,Desktop
INV_007939,CUST_00959,PROD_0045,PROD_0045,Product 45 Eco,Product 45 Eco,Electronics,9,174.74,1572.66,2024-11-19 08:57:23,Australia,Desktop
INV_006474,CUST_02346,PROD_0003,PROD_0003,Product 3 Luxury,Product 3 Luxury,Electronics,1,21.94,21.94,2024-12-28 22:30:35,United States,Desktop
INV_006765,CUST_00649,PROD_0032,PROD_0032,Product 32 Eco,Product 32 Eco,Electronics,1,150.66,150.66,2024-09-13 14:41:30,Germany,Desktop
INV_007134,CUST_01444,PROD_0013,PROD_0013,Product 13 Eco,Product 13 Eco,Electronics,2,162.38,324.76,2024-02-01 02:13:42,United States,Desktop
INV_000862,CUST_01357,PROD_0022,PROD_0022,Product 22 Luxury,Product 22 Luxury,Electronics,3,128.81,386.43,2024-08-07 18:09:57,Japan,Desktop
INV_002904,CUST_01163,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,5,62.22,311.1,2024-03-24 00:09:00,United States,Desktop
INV_007043,CUST_02436,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,4,141.13,564.52,2024-04-01 22:38:49,United States,Desktop
INV_005086,CUST_01491,PROD_0021,PROD_0021,Product 21 Vintage,Product 21 Vintage,Electronics,1,141.84,141.84,2024-11-08 00:28:25,France,Desktop
INV_004411,CUST_00056,PROD_0016,PROD_0016,Product 16 Eco,Product 16 Eco,Electronics,3,117.57,352.71,2024-01-15 00:14:35,France,Desktop
INV_003225,CUST_01902,PROD_0003,PROD_0003,Product 3 Luxury,Product 3 Luxury,Electronics,4,21.94,87.76,2024-07-07 06:17:00,United Kingdom,Desktop
INV_007757,CUST_01874,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,1,199.23,199.23,2024-10-20 17:06:04,United States,Desktop
INV_003478,CUST_00581,PROD_0032,PROD_0032,Product 32 Eco,Product 32 Eco,Electronics,1,150.66,150.66,2024-04-26 09:29:32,Canada,Desktop
INV_003518,CUST_00938,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,3,132.8,398.4,2024-04-28 12:33:10,United Kingdom,Desktop
INV_007230,CUST_02441,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,1,165.24,165.24,2024-02-18 23:10:21,United States,Desktop
INV_003009,CUST_01404,PROD_0014,PROD_0014,Product 14 Modern,Product 14 Modern,Electronics,3,29.33,87.99,2024-09-03 16:12:44,United States,Desktop
INV_002663,CUST_00967,PROD_0005,PROD_0005,Product 5 Vintage,Product 5 Vintage,Electronics,4,103.53,414.12,2024-12-29 07:29:34,United States,Desktop
INV_002035,CUST_00700,PROD_0017,PROD_0017,Product 17 Luxury,Product 17 Luxury,Electronics,2,133.94,267.88,2024-12-20 06:48:43,United States,Desktop
INV_004046,CUST_01429,PROD_0019,PROD_0019,Product 19 Luxury,Product 19 Luxury,Electronics,1,59.19,59.19,2024-12-10 20:42:44,United States,Desktop
INV_007653,CUST_01986,PROD_0009,PROD_0009,Product 9 Luxury,Product 9 Luxury,Electronics,1,141.13,141.13,2024-04-23 03:33:38,Germany,Desktop
INV_004245,CUST_01124,PROD_0007,PROD_0007,Product 7 Eco,Product 7 Eco,Electronics,1,47.98,47.98,2024-02-03 05:15:40,Japan,Desktop
INV_003754,CUST_00382,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,1,172.91,172.91,2024-04-29 20:24:20,United States,Desktop
INV_006771,CUST_02395,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,1,123.74,123.74,2024-06-23 05:04:15,Canada,Desktop
INV_004036,CUST_02128,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,1,172.91,172.91,2024-10-09 19:27:38,United Kingdom,Desktop
INV_000018,CUST_02339,PROD_0008,PROD_0008,Product 8 Eco,Product 8 Eco,Electronics,1,162.83,162.83,2024-08-11 18:40:54,United Kingdom,Desktop
INV_005194,CUST_01620,PROD_0010,PROD_0010,Product 10 Essential,Product 10 Essential,Electronics,3,35.31,105.93,2024-01-17 05:35:53,Germany,Desktop
INV_000046,CUST_02334,PROD_0033,PROD_0033,Product 33 Modern,Product 33 Modern,Electronics,1,82.87,82.87,2024-04-05 14:53:36,United Kingdom,Desktop
INV_001961,CUST_01112,PROD_0017,PROD_0017,Product 17 Luxury,Product 17 Luxury,Electronics,4,133.94,535.76,2024-09-14 11:26:12,Canada,Desktop
INV_006658,CUST_01338,PROD_0050,PROD_0050,Product 50 Luxury,Product 50 Luxury,Electronics,1,176.34,176.34,2024-02-22 06:52:55,United States,Desktop
INV_004893,CUST_01292,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,2,153.57,307.14,2024-12-26 13:55:32,United States,Desktop
INV_004726,CUST_00456,PROD_0030,PROD_0030,Product 30 Modern,Product 30 Modern,Electronics,1,32.85,32.85,2024-11-08 02:54:19,United Kingdom,Desktop
INV_005770,CUST_00603,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,2,104.35,208.7,2024-06-23 17:44:55,Canada,Desktop
INV_006528,CUST_01300,PROD_0023,PROD_0023,Product 23 Eco,Product 23 Eco,Electronics,1,36.85,36.85,2024-11-01 21:02:11,Germany,Desktop
INV_003282,CUST_01018,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,1,165.24,165.24,2024-11-07 06:04:20,Germany,Desktop
INV_000152,CUST_01786,PROD_0032,PROD_0032,Product 32 Eco,Product 32 Eco,Electronics,4,150.66,602.64,2024-07-07 14:30:41,United States,Desktop
INV_002136,CUST_01362,PROD_0020,PROD_0020,Product 20 Essential,Product 20 Essential,Electronics,1,77.18,77.18,2024-11-13 11:06:41,United States,Desktop
INV_004909,CUST_01958,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,1,10.8,10.8,2024-04-09 03:25:27,United Kingdom,Desktop
INV_006424,CUST_00569,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,1,199.23,199.23,2024-05-07 03:31:10,United Kingdom,Desktop
INV_005501,CUST_01107,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,4,123.74,494.96,2024-01-09 18:15:52,Germany,Desktop
INV_003266,CUST_02397,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,1,123.74,123.74,2024-06-23 08:09:32,United States,Desktop
INV_007853,CUST_00504,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,1,62.22,62.22,2024-01-19 11:42:53,United States,Desktop
INV_005649,CUST_02104,PROD_0011,PROD_0011,Product 11 Essential,Product 11 Essential,Electronics,7,23.08,161.56,2024-03-29 11:38:36,United States,Desktop
INV_005651,CUST_00784,PROD_0029,PROD_0029,Product 29 Essential,Product 29 Essential,Electronics,1,132.8,132.8,2024-05-15 08:22:42,Japan,Desktop
INV_000858,CUST_00130,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,1,32.2,32.2,2024-02-06 07:29:16,United States,Desktop
INV_006395,CUST_00662,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,3,62.22,186.66,2024-09-05 04:29:38,United States,Desktop
INV_007754,CUST_00701,PROD_0003,PROD_0003,Product 3 Luxury,Product 3 Luxury,Electronics,1,21.94,21.94,2024-09-13 07:30:13,France,Desktop
INV_003126,CUST_01205,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,2,32.2,64.4,2024-11-02 15:29:29,United States,Desktop
INV_001476,CUST_00547,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,2,104.35,208.7,2024-02-23 15:55:51,United States,Desktop
INV_006975,CUST_02453,PROD_0027,PROD_0027,Product 27 Essential,Product 27 Essential,Electronics,1,57.2,57.2,2024-01-24 15:49:25,United States,Desktop
INV_002713,CUST_02154,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,1,199.23,199.23,2024-06-17 23:58:24,France,Desktop
INV_000746,CUST_01864,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,2,123.74,247.48,2024-10-17 09:23:37,Japan,Desktop
INV_002598,CUST_01501,PROD_0025,PROD_0025,Product 25 Eco,Product 25 Eco,Electronics,2,138.49,276.98,2024-05-15 11:46:02,France,Desktop
INV_006622,CUST_00336,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,4,165.24,660.96,2024-11-12 09:18:00,United Kingdom,Desktop
INV_007157,CUST_01711,PROD_0040,PROD_0040,Product 40 Luxury,Product 40 Luxury,Electronics,2,137.92,275.84,2024-10-21 23:29:13,France,Desktop
INV_001780,CUST_01597,PROD_0013,PROD_0013,Product 13 Eco,Product 13 Eco,Electronics,2,162.38,324.76,2024-04-30 03:32:36,United States,Desktop
INV_003685,CUST_00619,PROD_0018,PROD_0018,Product 18 Essential,Product 18 Essential,Electronics,1,171.78,171.78,2024-03-10 03:42:43,United States,Desktop
INV_007183,CUST_01481,PROD_0039,PROD_0039,Product 39 Eco,Product 39 Eco,Electronics,6,194.35,1166.1,2024-05-30 15:41:54,United States,Desktop
INV_004361,CUST_02136,PROD_0003,PROD_0003,Product 3 Luxury,Product 3 Luxury,Electronics,1,21.94,21.94,2024-05-03 07:34:04,United States,Desktop
INV_004433,CUST_01527,PROD_0019,PROD_0019,Product 19 Luxury,Product 19 Luxury,Electronics,2,59.19,118.38,2024-10-23 04:52:58,United Kingdom,Desktop
INV_003364,CUST_00569,PROD_0006,PROD_0006,Product 6 Luxury,Product 6 Luxury,Electronics,3,43.76,131.28,2024-01-10 23:21:32,United Kingdom,Desktop
INV_002489,CUST_01057,PROD_0020,PROD_0020,Product 20 Essential,Product 20 Essential,Electronics,1,77.18,77.18,2024-08-31 21:20:50,Germany,Desktop
INV_005996,CUST_00336,PROD_0046,PROD_0046,Product 46 Essential,Product 46 Essential,Electronics,3,123.74,371.22,2024-05-09 17:41:28,United States,Desktop
INV_005486,CUST_00205,PROD_0044,PROD_0044,Product 44 Essential,Product 44 Essential,Electronics,3,153.57,460.71,2024-11-28 21:21:57,United States,Desktop
INV_007406,CUST_02462,PROD_0015,PROD_0015,Product 15 Modern,Product 15 Modern,Electronics,1,112.64,112.64,2024-09-07 10:40:25,United States,Desktop
INV_005277,CUST_00873,PROD_0042,PROD_0042,Product 42 Essential,Product 42 Essential,Electronics,1,62.22,62.22,2024-04-29 10:41:02,France,Desktop
INV_007940,CUST_01395,PROD_0004,PROD_0004,Product 4 Modern,Product 4 Modern,Electronics,2,10.8,21.6,2024-03-04 14:02:07,United States,Desktop
INV_003592,CUST_00195,PROD_0022,PROD_0022,Product 22 Luxury,Product 22 Luxury,Electronics,1,128.81,128.81,2024-03-11 14:02:52,United States,Desktop
INV_006048,CUST_01654,PROD_0030,PROD_0030,Product 30 Modern,Product 30 Modern,Electronics,2,32.85,65.7,2024-01-08 21:12:20,United States,Desktop
INV_003628,CUST_00903,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,3,165.24,495.72,2024-04-25 02:18:35,Germany,Desktop
INV_000858,CUST_00130,PROD_0034,PROD_0034,Product 34 Vintage,Product 34 Vintage,Electronics,2,104.35,208.7,2024-02-06 07:29:16,United States,Desktop
INV_005357,CUST_01481,PROD_0017,PROD_0017,Product 17 Luxury,Product 17 Luxury,Electronics,1,133.94,133.94,2024-09-28 02:32:22,Germany,Desktop
INV_004690,CUST_00096,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,1,32.2,32.2,2024-10-18 19:26:51,Japan,Desktop
INV_002339,CUST_02211,PROD_0038,PROD_0038,Product 38 Modern,Product 38 Modern,Electronics,1,199.23,199.23,2024-07-16 02:37:21,United States,Desktop
INV_003992,CUST_01889,PROD_0035,PROD_0035,Product 35 Luxury,Product 35 Luxury,Electronics,5,172.91,864.55,2024-12-06 06:44:27,United States,Desktop
INV_002801,CUST_02329,PROD_0011,PROD_0011,Product 11 Essential,Product 11 Essential,Electronics,3,23.08,69.24,2024-01-19 12:51:35,United Kingdom,Desktop
INV_002420,CUST_01421,PROD_0026,PROD_0026,Product 26 Luxury,Product 26 Luxury,Electronics,2,165.24,330.48,2024-06-12 03:53:42,United States,Desktop
INV_005395,CUST_01396,PROD_0006,PROD_0006,Product 6 Luxury,Product 6 Luxury,Electronics,1,43.76,43.76,2024-08-12 04:04:42,France,Desktop
INV_006468,CUST_00804,PROD_0011,PROD_0011,Product 11 Essential,Product 11 Essential,Electronics,1,23.08,23.08,2024-02-24 12:11:44,United States,Desktop
INV_006671,CUST_00869,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,1,175.88,175.88,2024-11-24 16:28:48,United States,Desktop
INV_006023,CUST_01684,PROD_0001,PROD_0001,Product 1 Luxury,Product 1 Luxury,Electronics,3,149.59,448.77,2024-05-27 01:58:10,Germany,Desktop
INV_007630,CUST_00417,PROD_0039,PROD_0039,Product 39 Eco,Product 39 Eco,Electronics,1,194.35,194.35,2024-11-18 23:58:41,Canada,Desktop
INV_000727,CUST_01118,PROD_0002,PROD_0002,Product 2 Vintage,Product 2 Vintage,Electronics,1,32.2,32.2,2024-03-15 21:07:56,France,Desktop
INV_007309,CUST_02477,PROD_0028,PROD_0028,Product 28 Vintage,Product 28 Vintage,Electronics,4,175.88,703.52,2024-05-26 09:13:52,United States,Desktop
INV_004143,CUST_01026,PROD_0040,PROD_0040,Product 40 Luxury,Product 40 Luxury,Electronics,1,137.92,137.92,2024-02-14 10:58:22,United States,Desktop
INV_005552,CUST_00849,PROD_0011,PROD_0011,Product 11 Essential,Product 11 Essential,Electronics,2,23.08,46.16,2024-03-13 02:58:51,France,Desktop
