customer_id,recency_days,transaction_frequency,total_monetary_spend,r_score,f_score,m_score,rfm_score,customer_segment,cluster_id,avg_order_value
CUST_00678,345.9,1,693.6,1,1,1,111,Lost,Cluster_2,693.6
CUST_00679,6.8,3,1860.41,5,4,3,543,Loyal Customers,Cluster_1,620.14
CUST_00680,71.9,3,2055.62,3,4,3,343,Loyal Customers,Cluster_3,685.21
CUST_00681,119.9,4,2502.64,2,4,3,243,Loyal Customers,Cluster_4,625.66
CUST_00682,125.7,2,1326.33,2,2,2,222,Lost,Cluster_3,663.16
CUST_00683,123.6,2,3324.65,2,2,4,224,Potential Loyalists,Cluster_3,1662.33
CUST_00684,322.1,3,3309.21,1,4,4,144,Loyal Customers,Cluster_3,1103.07
CUST_00685,154.8,2,218.75,2,2,1,221,Lost,Cluster_2,109.38
CUST_00687,9.0,1,744.14,5,1,1,511,New Customers,Cluster_2,744.14
CUST_00688,84.8,1,21.94,3,1,1,311,Potential Loyalists,Cluster_2,21.94
CUST_00689,91.7,2,838.48,3,2,1,321,Potential Loyalists,Cluster_3,419.24
CUST_00690,74.8,1,310.78,3,1,1,311,Potential Loyalists,Cluster_2,310.78
CUST_00691,30.2,5,4356.1,4,5,5,455,Champions,Cluster_4,871.22
CUST_00692,222.9,3,2463.1,1,4,3,143,Loyal Customers,Cluster_3,821.03
CUST_00693,223.7,2,2563.88,1,2,3,123,Potential Loyalists,Cluster_3,1281.94
CUST_00696,84.8,2,1557.66,3,2,2,322,Potential Loyalists,Cluster_3,778.83
CUST_00697,17.6,5,2803.8,5,5,4,554,Champions,Cluster_1,560.76
CUST_00698,113.4,2,1146.36,2,2,2,222,Lost,Cluster_3,573.18
CUST_00699,73.5,5,3398.56,3,5,4,354,Loyal Customers,Cluster_4,679.71
CUST_00700,11.7,4,3908.51,5,4,5,545,Champions,Cluster_1,977.13
CUST_00701,109.7,5,3585.45,2,5,4,254,Loyal Customers,Cluster_4,717.09
CUST_00702,220.5,5,4196.78,1,5,5,155,Loyal Customers,Cluster_4,839.36
CUST_00704,35.0,3,258.05,4,4,1,441,Potential Loyalists,Cluster_2,86.02
CUST_00705,37.9,1,175.88,4,1,1,411,New Customers,Cluster_2,175.88
CUST_00706,259.9,1,597.44,1,1,1,111,Lost,Cluster_2,597.44
CUST_00707,50.0,4,2662.27,4,4,4,444,Champions,Cluster_4,665.57
CUST_00708,69.8,2,1378.52,3,2,2,322,Potential Loyalists,Cluster_3,689.26
CUST_00709,12.5,4,3507.83,5,4,4,544,Champions,Cluster_1,876.96
CUST_00710,132.5,5,4348.79,2,5,5,255,Loyal Customers,Cluster_4,869.76
CUST_00712,291.1,2,751.88,1,2,1,121,Lost,Cluster_2,375.94
CUST_00713,127.0,4,2487.43,2,4,3,243,Loyal Customers,Cluster_4,621.86
CUST_00714,2.2,6,5816.92,5,5,5,555,Champions,Cluster_1,969.49
CUST_00715,111.3,5,5692.94,2,5,5,255,Loyal Customers,Cluster_4,1138.59
CUST_00716,188.4,1,636.91,1,1,1,111,Lost,Cluster_2,636.91
CUST_00717,360.8,1,219.69,1,1,1,111,Lost,Cluster_2,219.69
CUST_00718,43.5,6,2887.46,4,5,4,454,Champions,Cluster_4,481.24
CUST_00719,40.0,5,4212.21,4,5,5,455,Champions,Cluster_4,842.44
CUST_00720,115.3,4,3417.05,2,4,4,244,Loyal Customers,Cluster_4,854.26
CUST_00721,14.0,4,2923.76,5,4,4,544,Champions,Cluster_1,730.94
CUST_00722,81.0,4,2786.22,3,4,4,344,Loyal Customers,Cluster_4,696.55
CUST_00723,220.5,1,493.64,1,1,1,111,Lost,Cluster_2,493.64
CUST_00724,66.0,4,5867.24,3,4,5,345,Loyal Customers,Cluster_4,1466.81
CUST_00725,19.8,3,3377.91,5,4,4,544,Champions,Cluster_1,1125.97
CUST_00726,5.9,6,3051.84,5,5,4,554,Champions,Cluster_1,508.64
CUST_00727,9.2,4,2125.26,5,4,3,543,Loyal Customers,Cluster_1,531.32
CUST_00728,144.6,5,5656.3,2,5,5,255,Loyal Customers,Cluster_4,1131.26
CUST_00729,170.3,2,1255.34,2,2,2,222,Lost,Cluster_3,627.67
CUST_00730,57.6,5,5765.56,4,5,5,455,Champions,Cluster_4,1153.11
CUST_00731,168.4,2,2340.0,2,2,3,223,Potential Loyalists,Cluster_3,1170.0
CUST_00732,30.1,3,2209.78,4,4,3,443,Loyal Customers,Cluster_1,736.59
CUST_00733,67.3,7,5173.59,3,5,5,355,Loyal Customers,Cluster_4,739.08
CUST_00734,4.4,5,1916.7,5,5,3,553,Loyal Customers,Cluster_1,383.34
CUST_00735,5.3,7,5624.5,5,5,5,555,Champions,Cluster_1,803.5
CUST_00736,194.5,1,1786.3,1,1,3,113,Potential Loyalists,Cluster_3,1786.3
CUST_00737,189.5,6,4793.03,1,5,5,155,Loyal Customers,Cluster_4,798.84
CUST_00738,25.1,4,3092.76,5,4,4,544,Champions,Cluster_1,773.19
CUST_00739,63.5,6,5553.22,3,5,5,355,Loyal Customers,Cluster_4,925.54
CUST_00740,23.9,6,5383.97,5,5,5,555,Champions,Cluster_4,897.33
CUST_00741,41.8,3,4332.17,4,4,5,445,Champions,Cluster_4,1444.06
CUST_00742,31.9,2,1894.31,4,2,3,423,New Customers,Cluster_3,947.15
CUST_00743,102.6,2,1906.81,3,2,3,323,Potential Loyalists,Cluster_3,953.4
CUST_00744,224.2,2,215.33,1,2,1,121,Lost,Cluster_2,107.67
CUST_00745,87.0,5,4728.38,3,5,5,355,Loyal Customers,Cluster_4,945.68
CUST_00747,50.8,4,2593.71,4,4,4,444,Champions,Cluster_4,648.43
CUST_00749,51.7,4,3877.83,4,4,5,445,Champions,Cluster_4,969.46
CUST_00750,13.9,10,7150.99,5,5,5,555,Champions,Cluster_4,715.1
CUST_00751,69.0,2,1074.8,3,2,2,322,Potential Loyalists,Cluster_3,537.4
CUST_00752,94.3,2,2539.17,3,2,3,323,Potential Loyalists,Cluster_3,1269.59
CUST_00753,121.3,1,1121.43,2,1,2,212,Lost,Cluster_2,1121.43
CUST_00754,43.4,6,5613.81,4,5,5,455,Champions,Cluster_4,935.64
CUST_00755,66.8,2,1095.09,3,2,2,322,Potential Loyalists,Cluster_3,547.54
CUST_00756,49.7,2,1403.64,4,2,2,422,New Customers,Cluster_3,701.82
CUST_00757,82.5,2,984.65,3,2,1,321,Potential Loyalists,Cluster_3,492.32
CUST_00758,330.5,2,1877.84,1,2,3,123,Potential Loyalists,Cluster_3,938.92
CUST_00759,276.7,2,2561.74,1,2,3,123,Potential Loyalists,Cluster_3,1280.87
CUST_00760,139.9,1,955.42,2,1,1,211,Lost,Cluster_2,955.42
CUST_00761,102.0,3,2950.51,3,4,4,344,Loyal Customers,Cluster_3,983.5
CUST_00762,277.0,1,160.73,1,1,1,111,Lost,Cluster_2,160.73
CUST_00763,72.2,3,2214.77,3,4,3,343,Loyal Customers,Cluster_3,738.26
CUST_00764,185.6,2,1803.22,1,2,3,123,Potential Loyalists,Cluster_3,901.61
CUST_00765,20.8,4,3832.57,5,4,5,545,Champions,Cluster_1,958.14
CUST_00766,218.4,1,175.88,1,1,1,111,Lost,Cluster_2,175.88
CUST_00767,153.0,3,1718.6,2,4,2,242,At Risk,Cluster_3,572.87
CUST_00768,108.0,3,2381.49,2,4,3,243,Loyal Customers,Cluster_3,793.83
CUST_00769,160.8,4,4071.98,2,4,5,245,Loyal Customers,Cluster_4,1018.0
CUST_00770,176.6,3,2839.4,1,4,4,144,Loyal Customers,Cluster_3,946.47
CUST_00771,7.3,8,5951.99,5,5,5,555,Champions,Cluster_1,744.0
CUST_00772,87.9,2,950.01,3,2,1,321,Potential Loyalists,Cluster_3,475.0
CUST_00773,87.4,2,805.12,3,2,1,321,Potential Loyalists,Cluster_3,402.56
CUST_00774,50.7,2,875.46,4,2,1,421,New Customers,Cluster_3,437.73
CUST_00776,106.6,2,1289.35,2,2,2,222,Lost,Cluster_3,644.67
CUST_00777,123.4,2,1775.32,2,2,3,223,Potential Loyalists,Cluster_3,887.66
CUST_00778,140.0,3,1812.82,2,4,3,243,Loyal Customers,Cluster_3,604.27
CUST_00779,19.0,3,1819.14,5,4,3,543,Loyal Customers,Cluster_1,606.38
CUST_00780,78.3,3,2883.1,3,4,4,344,Loyal Customers,Cluster_3,961.03
CUST_00781,31.3,5,2427.89,4,5,3,453,Loyal Customers,Cluster_4,485.58
CUST_00783,75.7,7,4754.98,3,5,5,355,Loyal Customers,Cluster_4,679.28
CUST_00784,230.7,1,677.81,1,1,1,111,Lost,Cluster_2,677.81
CUST_00785,29.1,4,1883.64,4,4,3,443,Loyal Customers,Cluster_1,470.91
CUST_00786,45.3,1,2376.56,4,1,3,413,New Customers,Cluster_3,2376.56
CUST_00788,13.1,3,1406.91,5,4,2,542,Potential Loyalists,Cluster_1,468.97
CUST_00789,46.4,4,1781.76,4,4,3,443,Loyal Customers,Cluster_4,445.44
CUST_00790,88.5,2,1152.62,3,2,2,322,Potential Loyalists,Cluster_3,576.31
CUST_00791,26.3,4,5534.05,5,4,5,545,Champions,Cluster_4,1383.51
CUST_00792,58.7,5,3577.31,4,5,4,454,Champions,Cluster_4,715.46
CUST_00793,245.5,4,3286.54,1,4,4,144,Loyal Customers,Cluster_4,821.63
CUST_00794,203.8,1,1090.81,1,1,2,112,Lost,Cluster_2,1090.81
CUST_00795,116.4,3,1679.85,2,4,2,242,At Risk,Cluster_3,559.95
CUST_00796,111.6,2,1985.78,2,2,3,223,Potential Loyalists,Cluster_3,992.89
CUST_00797,15.8,3,4841.74,5,4,5,545,Champions,Cluster_1,1613.91
CUST_00798,137.3,3,3417.14,2,4,4,244,Loyal Customers,Cluster_3,1139.05
CUST_00799,162.7,4,1920.33,2,4,3,243,Loyal Customers,Cluster_3,480.08
CUST_00800,49.4,1,729.84,4,1,1,411,New Customers,Cluster_2,729.84
CUST_00801,269.8,2,2545.77,1,2,3,123,Potential Loyalists,Cluster_3,1272.88
CUST_00802,37.5,3,2839.32,4,4,4,444,Champions,Cluster_1,946.44
CUST_00803,27.4,2,1855.92,4,2,3,423,New Customers,Cluster_3,927.96
CUST_00804,20.3,5,4638.63,5,5,5,555,Champions,Cluster_1,927.73
CUST_00805,11.9,7,4525.28,5,5,5,555,Champions,Cluster_1,646.47
CUST_00806,197.1,3,2294.77,1,4,3,143,Loyal Customers,Cluster_3,764.92
CUST_00807,37.6,1,112.64,4,1,1,411,New Customers,Cluster_2,112.64
CUST_00808,119.7,4,4137.7,2,4,5,245,Loyal Customers,Cluster_4,1034.42
CUST_00809,90.9,3,1540.35,3,4,2,342,Potential Loyalists,Cluster_3,513.45
CUST_00810,15.5,3,2435.64,5,4,3,543,Loyal Customers,Cluster_1,811.88
CUST_00811,174.7,4,3604.01,2,4,4,244,Loyal Customers,Cluster_4,901.0
CUST_00812,16.5,2,1705.19,5,2,2,522,New Customers,Cluster_1,852.6
CUST_00813,182.0,5,6261.05,1,5,5,155,Loyal Customers,Cluster_4,1252.21
CUST_00814,272.4,2,2194.33,1,2,3,123,Potential Loyalists,Cluster_3,1097.16
CUST_00815,105.4,1,942.97,2,1,1,211,Lost,Cluster_2,942.97
CUST_00816,16.5,6,5898.15,5,5,5,555,Champions,Cluster_1,983.02
CUST_00817,56.3,3,1471.79,4,4,2,442,Potential Loyalists,Cluster_3,490.6
CUST_00818,54.8,4,2404.26,4,4,3,443,Loyal Customers,Cluster_4,601.07
CUST_00819,63.9,2,750.49,3,2,1,321,Potential Loyalists,Cluster_3,375.25
CUST_00820,45.9,4,2743.4,4,4,4,444,Champions,Cluster_4,685.85
CUST_00821,67.0,2,1469.13,3,2,2,322,Potential Loyalists,Cluster_3,734.57
CUST_00823,41.0,4,3307.76,4,4,4,444,Champions,Cluster_4,826.94
CUST_00824,89.1,1,651.82,3,1,1,311,Potential Loyalists,Cluster_2,651.82
CUST_00825,61.0,2,888.36,3,2,1,321,Potential Loyalists,Cluster_3,444.18
CUST_00826,52.8,2,2069.0,4,2,3,423,New Customers,Cluster_3,1034.5
CUST_00827,5.3,3,4815.93,5,4,5,545,Champions,Cluster_1,1605.31
CUST_00828,11.3,6,2546.84,5,5,3,553,Loyal Customers,Cluster_1,424.47
CUST_00829,31.0,5,3319.52,4,5,4,454,Champions,Cluster_4,663.9
CUST_00830,224.8,2,1518.68,1,2,2,122,Lost,Cluster_3,759.34
CUST_00831,71.7,2,2673.56,3,2,4,324,Potential Loyalists,Cluster_3,1336.78
CUST_00832,1.4,2,1140.15,5,2,2,522,New Customers,Cluster_1,570.08
CUST_00833,222.0,3,961.38,1,4,1,141,At Risk,Cluster_3,320.46
CUST_00834,99.0,2,1810.4,3,2,3,323,Potential Loyalists,Cluster_3,905.2
CUST_00835,28.8,2,1534.12,4,2,2,422,New Customers,Cluster_3,767.06
CUST_00836,73.3,4,2756.13,3,4,4,344,Loyal Customers,Cluster_4,689.03
CUST_00837,223.6,1,17.38,1,1,1,111,Lost,Cluster_2,17.38
CUST_00838,54.2,3,2626.27,4,4,4,444,Champions,Cluster_3,875.42
CUST_00839,10.1,4,2469.84,5,4,3,543,Loyal Customers,Cluster_1,617.46
CUST_00840,184.6,1,1088.97,1,1,2,112,Lost,Cluster_2,1088.97
CUST_00841,21.3,5,4161.32,5,5,5,555,Champions,Cluster_1,832.26
CUST_00842,87.6,4,2313.37,3,4,3,343,Loyal Customers,Cluster_4,578.34
CUST_00843,257.9,3,2556.73,1,4,3,143,Loyal Customers,Cluster_3,852.24
CUST_00844,16.4,3,2844.82,5,4,4,544,Champions,Cluster_1,948.27
CUST_00846,192.4,4,4023.81,1,4,5,145,Loyal Customers,Cluster_4,1005.95
CUST_00847,50.1,3,3250.01,4,4,4,444,Champions,Cluster_4,1083.34
CUST_00848,111.8,3,1805.63,2,4,3,243,Loyal Customers,Cluster_3,601.88
CUST_00849,191.8,4,3792.22,1,4,5,145,Loyal Customers,Cluster_4,948.05
CUST_00850,55.5,4,3351.45,4,4,4,444,Champions,Cluster_4,837.86
CUST_00851,30.1,2,2558.92,4,2,3,423,New Customers,Cluster_3,1279.46
CUST_00852,0.7,2,2007.04,5,2,3,523,New Customers,Cluster_1,1003.52
CUST_00853,258.6,2,406.12,1,2,1,121,Lost,Cluster_2,203.06
CUST_00854,141.8,4,1772.23,2,4,2,242,At Risk,Cluster_3,443.06
CUST_00855,47.4,4,1506.31,4,4,2,442,Potential Loyalists,Cluster_4,376.58
CUST_00856,287.7,1,91.86,1,1,1,111,Lost,Cluster_2,91.86
CUST_00857,72.8,4,2299.41,3,4,3,343,Loyal Customers,Cluster_4,574.85
CUST_00858,83.5,1,219.76,3,1,1,311,Potential Loyalists,Cluster_2,219.76
CUST_00859,4.8,3,2342.92,5,4,3,543,Loyal Customers,Cluster_1,780.97
CUST_00860,18.2,5,3759.02,5,5,5,555,Champions,Cluster_1,751.8
CUST_00861,87.5,3,3054.83,3,4,4,344,Loyal Customers,Cluster_3,1018.28
CUST_00862,84.5,1,291.79,3,1,1,311,Potential Loyalists,Cluster_2,291.79
CUST_00863,36.6,3,2355.86,4,4,3,443,Loyal Customers,Cluster_1,785.29
CUST_00864,141.6,3,1346.01,2,4,2,242,At Risk,Cluster_3,448.67
CUST_00865,263.2,1,370.44,1,1,1,111,Lost,Cluster_2,370.44
CUST_00866,323.0,1,1398.81,1,1,2,112,Lost,Cluster_2,1398.81
CUST_00867,307.7,1,1571.98,1,1,2,112,Lost,Cluster_2,1571.98
CUST_00868,5.2,2,1968.38,5,2,3,523,New Customers,Cluster_1,984.19
CUST_00869,37.3,4,2097.46,4,4,3,443,Loyal Customers,Cluster_4,524.37
CUST_00870,88.5,2,490.08,3,2,1,321,Potential Loyalists,Cluster_2,245.04
CUST_00871,189.1,2,2058.94,1,2,3,123,Potential Loyalists,Cluster_3,1029.47
CUST_00872,138.7,3,2123.4,2,4,3,243,Loyal Customers,Cluster_3,707.8
CUST_00873,246.6,1,62.22,1,1,1,111,Lost,Cluster_2,62.22
CUST_00874,30.1,3,2447.71,4,4,3,443,Loyal Customers,Cluster_1,815.9
CUST_00875,158.6,1,186.66,2,1,1,211,Lost,Cluster_2,186.66
CUST_00876,167.5,2,896.55,2,2,1,221,Lost,Cluster_3,448.27
CUST_00877,78.2,5,4296.42,3,5,5,355,Loyal Customers,Cluster_4,859.28
CUST_00878,21.7,4,4816.03,5,4,5,545,Champions,Cluster_1,1204.01
CUST_00879,43.8,2,1226.2,4,2,2,422,New Customers,Cluster_3,613.1
CUST_00882,70.6,4,3317.48,3,4,4,344,Loyal Customers,Cluster_4,829.37
CUST_00883,72.8,1,2624.23,3,1,4,314,Potential Loyalists,Cluster_3,2624.23
CUST_00884,52.4,2,1244.34,4,2,2,422,New Customers,Cluster_3,622.17
CUST_00885,136.2,1,989.92,2,1,1,211,Lost,Cluster_2,989.92
CUST_00886,162.1,4,2340.42,2,4,3,243,Loyal Customers,Cluster_4,585.11
CUST_00887,57.0,3,261.69,4,4,1,441,Potential Loyalists,Cluster_2,87.23
CUST_00888,97.7,3,1597.97,3,4,2,342,Potential Loyalists,Cluster_3,532.66
CUST_00889,133.2,3,2715.59,2,4,4,244,Loyal Customers,Cluster_3,905.2
CUST_00890,6.5,5,4572.55,5,5,5,555,Champions,Cluster_1,914.51
CUST_00891,80.8,3,1852.96,3,4,3,343,Loyal Customers,Cluster_3,617.65
CUST_00892,69.7,4,2326.76,3,4,3,343,Loyal Customers,Cluster_4,581.69
CUST_00893,108.8,4,3335.05,2,4,4,244,Loyal Customers,Cluster_4,833.76
CUST_00895,70.1,2,904.25,3,2,1,321,Potential Loyalists,Cluster_3,452.12
CUST_00896,18.7,4,4388.75,5,4,5,545,Champions,Cluster_1,1097.19
CUST_00897,59.5,3,1063.31,3,4,2,342,Potential Loyalists,Cluster_3,354.44
CUST_00898,34.5,4,2193.04,4,4,3,443,Loyal Customers,Cluster_1,548.26
CUST_00899,92.9,2,1629.84,3,2,2,322,Potential Loyalists,Cluster_3,814.92
CUST_00900,6.6,2,2011.2,5,2,3,523,New Customers,Cluster_1,1005.6
CUST_00901,57.4,3,1557.18,4,4,2,442,Potential Loyalists,Cluster_3,519.06
CUST_00902,104.5,2,781.38,2,2,1,221,Lost,Cluster_3,390.69
CUST_00903,103.1,6,5013.43,3,5,5,355,Loyal Customers,Cluster_4,835.57
CUST_00904,94.6,6,3630.41,3,5,4,354,Loyal Customers,Cluster_4,605.07
CUST_00905,79.4,6,3326.67,3,5,4,354,Loyal Customers,Cluster_4,554.45
CUST_00906,272.0,1,1225.82,1,1,2,112,Lost,Cluster_2,1225.82
CUST_00907,22.9,3,2630.42,5,4,4,544,Champions,Cluster_1,876.81
CUST_00908,365.8,1,1595.59,1,1,2,112,Lost,Cluster_2,1595.59
CUST_00909,47.0,7,5444.4,4,5,5,455,Champions,Cluster_4,777.77
CUST_00910,48.8,4,2921.37,4,4,4,444,Champions,Cluster_4,730.34
CUST_00911,19.7,7,5714.67,5,5,5,555,Champions,Cluster_4,816.38
CUST_00912,83.5,2,2329.05,3,2,3,323,Potential Loyalists,Cluster_3,1164.53
CUST_00913,41.8,5,2722.05,4,5,4,454,Champions,Cluster_4,544.41
CUST_00914,38.1,4,1488.97,4,4,2,442,Potential Loyalists,Cluster_1,372.24
CUST_00916,38.0,2,674.47,4,2,1,421,New Customers,Cluster_2,337.24
CUST_00917,98.4,3,2304.45,3,4,3,343,Loyal Customers,Cluster_3,768.15
CUST_00918,168.9,1,453.99,2,1,1,211,Lost,Cluster_2,453.99
CUST_00919,37.0,3,6672.86,4,4,5,445,Champions,Cluster_4,2224.29
CUST_00920,70.0,4,4584.23,3,4,5,345,Loyal Customers,Cluster_4,1146.06
CUST_00921,75.3,4,1449.01,3,4,2,342,Potential Loyalists,Cluster_3,362.25
CUST_00922,0.4,3,1938.21,5,4,3,543,Loyal Customers,Cluster_1,646.07
CUST_00923,102.8,2,1322.58,3,2,2,322,Potential Loyalists,Cluster_3,661.29
CUST_00924,44.4,6,4054.46,4,5,5,455,Champions,Cluster_4,675.74
CUST_00925,32.0,6,4941.72,4,5,5,455,Champions,Cluster_4,823.62
CUST_00926,123.4,3,2797.62,2,4,4,244,Loyal Customers,Cluster_3,932.54
CUST_00927,38.5,4,2761.35,4,4,4,444,Champions,Cluster_4,690.34
CUST_00929,177.9,2,2134.61,1,2,3,123,Potential Loyalists,Cluster_3,1067.31
CUST_00930,85.1,1,702.4,3,1,1,311,Potential Loyalists,Cluster_2,702.4
CUST_00931,15.1,2,1002.55,5,2,1,521,New Customers,Cluster_1,501.27
CUST_00932,203.9,2,1528.56,1,2,2,122,Lost,Cluster_3,764.28
CUST_00933,207.7,6,5896.88,1,5,5,155,Loyal Customers,Cluster_4,982.81
CUST_00934,23.9,3,2839.39,5,4,4,544,Champions,Cluster_1,946.46
CUST_00935,164.1,2,1453.98,2,2,2,222,Lost,Cluster_3,726.99
CUST_00936,221.6,1,1426.11,1,1,2,112,Lost,Cluster_2,1426.11
CUST_00937,3.7,4,4071.08,5,4,5,545,Champions,Cluster_1,1017.77
CUST_00938,6.6,4,3197.07,5,4,4,544,Champions,Cluster_1,799.27
CUST_00939,85.9,2,3822.86,3,2,5,325,Potential Loyalists,Cluster_3,1911.43
CUST_00940,1.6,4,1535.59,5,4,2,542,Potential Loyalists,Cluster_1,383.9
CUST_00941,138.3,5,3864.45,2,5,5,255,Loyal Customers,Cluster_4,772.89
CUST_00942,108.8,2,948.71,2,2,1,221,Lost,Cluster_3,474.36
CUST_00943,171.7,3,1310.35,2,4,2,242,At Risk,Cluster_3,436.78
CUST_00944,184.8,2,1823.97,1,2,3,123,Potential Loyalists,Cluster_3,911.99
CUST_00945,247.6,3,2163.29,1,4,3,143,Loyal Customers,Cluster_3,721.1
CUST_00946,134.4,1,990.3,2,1,1,211,Lost,Cluster_2,990.3
CUST_00947,159.5,3,2736.83,2,4,4,244,Loyal Customers,Cluster_3,912.28
CUST_00948,206.5,3,3095.13,1,4,4,144,Loyal Customers,Cluster_3,1031.71
CUST_00949,88.1,3,4597.67,3,4,5,345,Loyal Customers,Cluster_4,1532.56
CUST_00950,26.2,3,3605.77,5,4,4,544,Champions,Cluster_1,1201.92
CUST_00951,40.3,4,1779.66,4,4,3,443,Loyal Customers,Cluster_4,444.92
CUST_00953,132.3,6,9490.02,2,5,5,255,Loyal Customers,Cluster_4,1581.67
CUST_00955,6.8,4,2684.63,5,4,4,544,Champions,Cluster_1,671.16
CUST_00956,261.9,3,2007.53,1,4,3,143,Loyal Customers,Cluster_3,669.18
CUST_00957,337.0,1,32.85,1,1,1,111,Lost,Cluster_2,32.85
CUST_00958,11.1,4,2204.02,5,4,3,543,Loyal Customers,Cluster_1,551.0
CUST_00959,42.6,1,3857.98,4,1,5,415,New Customers,Cluster_3,3857.98
CUST_00960,79.6,3,997.2,3,4,1,341,Potential Loyalists,Cluster_3,332.4
CUST_00961,212.2,2,258.44,1,2,1,121,Lost,Cluster_2,129.22
CUST_00962,6.5,6,4227.14,5,5,5,555,Champions,Cluster_1,704.52
CUST_00963,104.7,4,4249.17,2,4,5,245,Loyal Customers,Cluster_4,1062.29
CUST_00964,17.4,5,3931.0,5,5,5,555,Champions,Cluster_1,786.2
CUST_00965,250.5,1,375.57,1,1,1,111,Lost,Cluster_2,375.57
CUST_00966,150.3,4,3877.23,2,4,5,245,Loyal Customers,Cluster_4,969.31
CUST_00967,2.7,1,932.85,5,1,1,511,New Customers,Cluster_1,932.85
CUST_00968,32.9,5,3913.57,4,5,5,455,Champions,Cluster_4,782.71
CUST_00969,301.4,4,3337.76,1,4,4,144,Loyal Customers,Cluster_4,834.44
CUST_00970,89.4,3,2112.66,3,4,3,343,Loyal Customers,Cluster_3,704.22
CUST_00971,50.1,2,2713.95,4,2,4,424,New Customers,Cluster_3,1356.97
CUST_00973,193.5,2,1486.58,1,2,2,122,Lost,Cluster_3,743.29
CUST_00974,100.8,1,831.15,3,1,1,311,Potential Loyalists,Cluster_2,831.15
CUST_00975,137.3,1,1157.18,2,1,2,212,Lost,Cluster_2,1157.18
CUST_00976,7.4,5,4406.21,5,5,5,555,Champions,Cluster_1,881.24
CUST_00978,124.9,6,5808.7,2,5,5,255,Loyal Customers,Cluster_4,968.12
CUST_00979,241.5,1,625.81,1,1,1,111,Lost,Cluster_2,625.81
CUST_00980,179.3,1,1422.01,1,1,2,112,Lost,Cluster_2,1422.01
CUST_00981,48.5,5,2200.58,4,5,3,453,Loyal Customers,Cluster_4,440.12
CUST_00982,22.1,3,2674.78,5,4,4,544,Champions,Cluster_1,891.59
CUST_00983,196.4,1,807.53,1,1,1,111,Lost,Cluster_2,807.53
CUST_00984,190.7,1,846.02,1,1,1,111,Lost,Cluster_2,846.02
CUST_00985,16.6,4,2425.29,5,4,3,543,Loyal Customers,Cluster_1,606.32
CUST_00986,137.8,3,3194.5,2,4,4,244,Loyal Customers,Cluster_3,1064.83
CUST_00987,160.0,5,1953.56,2,5,3,253,Loyal Customers,Cluster_4,390.71
CUST_00988,81.4,3,2291.73,3,4,3,343,Loyal Customers,Cluster_3,763.91
CUST_00989,28.4,1,560.57,4,1,1,411,New Customers,Cluster_2,560.57
CUST_00990,180.0,1,714.15,1,1,1,111,Lost,Cluster_2,714.15
CUST_00991,31.4,4,1589.16,4,4,2,442,Potential Loyalists,Cluster_1,397.29
CUST_00993,353.7,1,466.03,1,1,1,111,Lost,Cluster_2,466.03
CUST_00994,33.2,6,4566.91,4,5,5,455,Champions,Cluster_4,761.15
CUST_00995,138.5,4,4814.44,2,4,5,245,Loyal Customers,Cluster_4,1203.61
CUST_00996,45.4,3,888.91,4,4,1,441,Potential Loyalists,Cluster_3,296.3
CUST_00997,13.9,4,3117.24,5,4,4,544,Champions,Cluster_1,779.31
CUST_00998,12.9,2,1681.74,5,2,2,522,New Customers,Cluster_1,840.87
CUST_00999,74.5,2,401.67,3,2,1,321,Potential Loyalists,Cluster_2,200.84
CUST_01000,9.2,4,2192.53,5,4,3,543,Loyal Customers,Cluster_1,548.13
CUST_01001,141.7,6,8821.33,2,5,5,255,Loyal Customers,Cluster_4,1470.22
CUST_01002,8.3,4,2919.05,5,4,4,544,Champions,Cluster_1,729.76
CUST_01003,72.0,4,3808.39,3,4,5,345,Loyal Customers,Cluster_4,952.1
CUST_01004,277.3,1,2035.6,1,1,3,113,Potential Loyalists,Cluster_3,2035.6
CUST_01005,83.9,4,4787.12,3,4,5,345,Loyal Customers,Cluster_4,1196.78
CUST_01006,179.6,2,1727.77,1,2,2,122,Lost,Cluster_3,863.88
CUST_01007,114.6,4,3175.88,2,4,4,244,Loyal Customers,Cluster_4,793.97
CUST_01008,217.2,2,1738.24,1,2,2,122,Lost,Cluster_3,869.12
CUST_01009,67.6,1,817.85,3,1,1,311,Potential Loyalists,Cluster_2,817.85
CUST_01010,126.2,4,2321.26,2,4,3,243,Loyal Customers,Cluster_4,580.32
CUST_01011,86.0,4,7263.98,3,4,5,345,Loyal Customers,Cluster_4,1815.99
CUST_01012,44.9,2,893.75,4,2,1,421,New Customers,Cluster_3,446.88
CUST_01013,39.8,4,2484.71,4,4,3,443,Loyal Customers,Cluster_4,621.18
CUST_01014,107.2,4,2863.94,2,4,4,244,Loyal Customers,Cluster_4,715.99
CUST_01015,258.4,1,924.84,1,1,1,111,Lost,Cluster_2,924.84
CUST_01016,238.9,3,1563.7,1,4,2,142,At Risk,Cluster_3,521.23
CUST_01017,29.9,8,4757.37,4,5,5,455,Champions,Cluster_4,594.67
CUST_01018,54.7,3,1455.43,4,4,2,442,Potential Loyalists,Cluster_3,485.14
CUST_01019,42.0,10,6372.73,4,5,5,455,Champions,Cluster_4,637.27
CUST_01020,94.6,6,5067.53,3,5,5,355,Loyal Customers,Cluster_4,844.59
