invoice_no,customer_id,stock_code,description,quantity,unit_price,transaction_date,country,total_spend
INV_000061,CUST_02272,PROD_0013,Product 13 Eco,4,162.38,2024-04-26 06:24:43,Australia,649.52
INV_001527,CUST_01159,PROD_0022,Product 22 Luxury,5,128.81,2024-01-10 14:16:26,Canada,644.05
INV_004714,CUST_01024,PROD_0027,Product 27 Essential,1,57.2,2024-03-05 15:30:32,United Kingdom,57.2
INV_006255,CUST_01205,PROD_0017,Product 17 Luxury,4,133.94,2024-02-20 12:10:36,United Kingdom,535.76
INV_000551,CUST_01530,PROD_0013,Product 13 Eco,4,162.38,2024-04-08 12:11:30,Germany,649.52
INV_001933,CUST_01633,PROD_0005,Product 5 Vintage,4,103.53,2024-07-13 21:19:49,United States,414.12
INV_002923,CUST_01744,PROD_0006,Product 6 Luxury,2,43.76,2024-11-17 17:35:54,United States,87.52
INV_004122,CUST_01453,PROD_0015,Product 15 Modern,2,112.64,2024-02-24 02:24:10,United Kingdom,225.28
INV_004419,CUST_00303,PROD_0049,Product 49 Eco,3,100.27,2024-07-14 22:22:15,Germany,300.81
INV_002467,CUST_01813,PROD_0011,Product 11 Essential,1,23.08,2024-04-22 02:15:50,United States,23.08
INV_005375,CUST_01607,PROD_0028,Product 28 Vintage,1,175.88,2024-03-02 11:36:54,United States,175.88
INV_003015,CUST_00040,PROD_0020,Product 20 Essential,4,77.18,2024-09-18 06:04:41,United States,308.72
INV_000145,CUST_01721,PROD_0038,Product 38 Modern,4,199.23,2024-05-31 06:11:13,Canada,796.92
INV_005038,CUST_01804,PROD_0002,Product 2 Vintage,9,32.2,2024-11-26 23:23:15,United Kingdom,289.8
INV_005260,CUST_01384,PROD_0042,Product 42 Essential,5,62.22,2024-08-02 06:09:07,Canada,311.1
INV_005665,CUST_02328,PROD_0037,Product 37 Modern,1,17.38,2024-06-27 06:55:42,United Kingdom,17.38
INV_000624,CUST_02186,PROD_0023,Product 23 Eco,3,36.85,2024-02-06 06:48:57,United Kingdom,110.55
INV_005248,CUST_01725,PROD_0022,Product 22 Luxury,1,128.81,2024-12-09 03:57:07,United States,128.81
INV_006716,CUST_01783,PROD_0046,Product 46 Essential,1,123.74,2024-03-11 13:48:28,United States,123.74
INV_004065,CUST_01109,PROD_0006,Product 6 Luxury,1,43.76,2024-02-25 09:32:26,Japan,43.76
INV_002508,CUST_02062,PROD_0027,Product 27 Essential,4,57.2,2024-03-26 20:55:37,France,228.8
INV_005783,CUST_01964,PROD_0013,Product 13 Eco,1,162.38,2024-01-27 07:31:42,United States,162.38
INV_006119,CUST_00520,PROD_0020,Product 20 Essential,1,77.18,2024-12-15 20:21:10,United States,77.18
INV_001506,CUST_02105,PROD_0033,Product 33 Modern,3,82.87,2024-02-16 08:27:29,United States,248.61
INV_001112,CUST_00994,PROD_0014,Product 14 Modern,1,29.33,2024-06-29 04:06:36,United States,29.33
INV_002664,CUST_00591,PROD_0044,Product 44 Essential,1,153.57,2024-02-11 11:34:43,United States,153.57
INV_002530,CUST_02465,PROD_0033,Product 33 Modern,2,82.87,2024-03-20 18:28:40,United Kingdom,165.74
INV_005941,CUST_01447,PROD_0012,Product 12 Luxury,3,170.25,2024-03-09 12:09:12,United States,510.75
INV_004880,CUST_01772,PROD_0029,Product 29 Essential,3,132.8,2024-12-11 09:46:50,United States,398.4
INV_004655,CUST_00323,PROD_0014,Product 14 Modern,2,29.33,2024-05-11 04:16:12,Australia,58.66
INV_004884,CUST_00913,PROD_0027,Product 27 Essential,1,57.2,2024-08-14 22:47:00,Germany,57.2
INV_003590,CUST_01490,PROD_0030,Product 30 Modern,1,32.85,2024-04-18 22:58:15,Australia,32.85
INV_001966,CUST_01293,PROD_0042,Product 42 Essential,1,62.22,2024-07-07 05:22:43,Canada,62.22
INV_001445,CUST_02283,PROD_0008,Product 8 Eco,2,162.83,2024-08-01 05:58:18,United States,325.66
INV_004065,CUST_01109,PROD_0001,Product 1 Luxury,6,149.59,2024-02-25 09:32:26,Japan,897.54
INV_003175,CUST_01744,PROD_0019,Product 19 Luxury,1,59.19,2024-09-23 07:46:21,Germany,59.19
INV_003549,CUST_00416,PROD_0019,Product 19 Luxury,1,59.19,2024-06-16 07:22:57,United Kingdom,59.19
INV_001608,CUST_01079,PROD_0045,Product 45 Eco,5,174.74,2024-08-12 17:14:09,United Kingdom,873.7
INV_006047,CUST_02116,PROD_0042,Product 42 Essential,1,62.22,2024-11-06 11:31:11,United States,62.22
INV_002302,CUST_01841,PROD_0003,Product 3 Luxury,1,21.94,2024-01-07 09:01:46,United States,21.94
INV_002141,CUST_00917,PROD_0030,Product 30 Modern,2,32.85,2024-02-25 19:34:59,Canada,65.7
INV_000069,CUST_01134,PROD_0029,Product 29 Essential,4,132.8,2024-01-18 02:55:06,United States,531.2
INV_000120,CUST_00816,PROD_0007,Product 7 Eco,1,47.98,2024-02-27 05:26:18,United States,47.98
INV_001162,CUST_01688,PROD_0032,Product 32 Eco,2,150.66,2024-12-08 20:05:33,United Kingdom,301.32
INV_007854,CUST_01211,PROD_0013,Product 13 Eco,2,162.38,2024-04-27 16:18:52,Australia,324.76
INV_004679,CUST_00622,PROD_0008,Product 8 Eco,1,162.83,2024-06-28 09:39:47,Canada,162.83
INV_007092,CUST_00353,PROD_0002,Product 2 Vintage,2,32.2,2024-05-02 07:51:28,United States,64.4
INV_001028,CUST_00648,PROD_0025,Product 25 Eco,5,138.49,2024-06-20 09:04:59,United Kingdom,692.45
INV_005149,CUST_01593,PROD_0026,Product 26 Luxury,1,165.24,2024-10-31 11:59:36,United States,165.24
INV_007607,CUST_00809,PROD_0027,Product 27 Essential,5,57.2,2024-04-08 12:05:08,United States,286.0
INV_001370,CUST_00268,PROD_0030,Product 30 Modern,5,32.85,2024-11-15 22:46:51,United States,164.25
INV_005984,CUST_02365,PROD_0005,Product 5 Vintage,1,103.53,2024-12-03 23:47:16,Germany,103.53
INV_007158,CUST_00208,PROD_0026,Product 26 Luxury,5,165.24,2024-01-31 15:46:23,United States,826.2
INV_002143,CUST_00752,PROD_0044,Product 44 Essential,1,153.57,2024-09-28 16:52:51,Canada,153.57
INV_002334,CUST_02443,PROD_0013,Product 13 Eco,1,162.38,2024-03-10 21:43:33,Germany,162.38
INV_003426,CUST_01157,PROD_0033,Product 33 Modern,2,82.87,2024-09-27 10:41:51,Australia,165.74
INV_006290,CUST_00065,PROD_0031,Product 31 Vintage,2,150.26,2024-10-04 13:02:47,Japan,300.52
INV_003552,CUST_01997,PROD_0031,Product 31 Vintage,2,150.26,2024-01-03 16:24:36,United States,300.52
INV_003194,CUST_00454,PROD_0031,Product 31 Vintage,2,150.26,2024-02-20 03:39:01,United Kingdom,300.52
INV_007594,CUST_00154,PROD_0012,Product 12 Luxury,1,170.25,2024-04-27 07:45:29,United States,170.25
INV_004210,CUST_01463,PROD_0027,Product 27 Essential,2,57.2,2024-12-14 14:36:46,Canada,114.4
INV_000040,CUST_00250,PROD_0006,Product 6 Luxury,2,43.76,2024-10-17 11:38:15,United States,87.52
INV_001689,CUST_02121,PROD_0015,Product 15 Modern,1,112.64,2024-01-06 23:13:34,Germany,112.64
INV_005039,CUST_02142,PROD_0050,Product 50 Luxury,2,176.34,2024-01-15 11:26:22,Australia,352.68
INV_006574,CUST_01608,PROD_0047,Product 47 Vintage,2,153.68,2024-01-21 14:53:41,United Kingdom,307.36
INV_001105,CUST_00216,PROD_0007,Product 7 Eco,3,47.98,2024-03-10 15:36:37,United States,143.94
INV_000010,CUST_01850,PROD_0011,Product 11 Essential,2,23.08,2024-02-16 23:50:27,United States,46.16
INV_003417,CUST_01365,PROD_0043,Product 43 Vintage,3,5.62,2024-02-29 07:17:16,France,16.86
INV_000989,CUST_02225,PROD_0039,Product 39 Eco,2,194.35,2024-11-15 17:33:06,Japan,388.7
INV_000578,CUST_01440,PROD_0019,Product 19 Luxury,3,59.19,2024-06-22 15:33:01,United States,177.57
INV_002320,CUST_00874,PROD_0040,Product 40 Luxury,1,137.92,2024-10-23 19:07:12,United States,137.92
INV_004425,CUST_02099,PROD_0023,Product 23 Eco,1,36.85,2024-10-15 17:46:01,United States,36.85
INV_006020,CUST_00057,PROD_0030,Product 30 Modern,1,32.85,2024-06-09 12:45:20,United States,32.85
INV_007790,CUST_00618,PROD_0008,Product 8 Eco,6,162.83,2024-09-29 10:24:33,United States,976.98
INV_006055,CUST_02269,PROD_0003,Product 3 Luxury,3,21.94,2024-06-12 00:07:52,United Kingdom,65.82
INV_004463,CUST_01111,PROD_0019,Product 19 Luxury,2,59.19,2024-07-21 21:52:03,United States,118.38
INV_002673,CUST_00224,PROD_0045,Product 45 Eco,1,174.74,2024-09-25 05:37:37,Canada,174.74
INV_000240,CUST_01193,PROD_0027,Product 27 Essential,2,57.2,2024-01-13 16:13:31,United States,114.4
INV_001507,CUST_01756,PROD_0011,Product 11 Essential,6,23.08,2024-04-18 09:30:52,United Kingdom,138.48
INV_003756,CUST_01631,PROD_0037,Product 37 Modern,1,17.38,2024-07-13 06:21:06,United States,17.38
INV_003310,CUST_02013,PROD_0005,Product 5 Vintage,1,103.53,2024-06-06 02:43:41,Australia,103.53
INV_000694,CUST_01010,PROD_0049,Product 49 Eco,1,100.27,2024-04-18 08:31:41,United Kingdom,100.27
INV_007485,CUST_02466,PROD_0025,Product 25 Eco,1,138.49,2024-10-26 05:29:55,United States,138.49
INV_005509,CUST_01963,PROD_0024,Product 24 Modern,2,197.95,2024-03-19 17:17:17,France,395.9
INV_005085,CUST_01586,PROD_0013,Product 13 Eco,1,162.38,2024-10-17 00:36:47,United States,162.38
INV_002764,CUST_00740,PROD_0029,Product 29 Essential,2,132.8,2024-06-10 17:18:22,Australia,265.6
INV_000377,CUST_01863,PROD_0036,Product 36 Vintage,2,159.45,2024-02-05 14:27:29,Germany,318.9
INV_006528,CUST_01300,PROD_0003,Product 3 Luxury,1,21.94,2024-11-01 21:02:11,Germany,21.94
INV_000123,CUST_02358,PROD_0013,Product 13 Eco,1,162.38,2024-03-16 12:16:03,Germany,162.38
INV_005763,CUST_02047,PROD_0050,Product 50 Luxury,1,176.34,2024-02-19 00:38:26,France,176.34
INV_006029,CUST_00013,PROD_0048,Product 48 Eco,5,184.1,2024-06-17 06:35:13,United Kingdom,920.5
INV_006036,CUST_00268,PROD_0047,Product 47 Vintage,6,153.68,2024-08-15 18:25:52,United Kingdom,922.08
INV_006017,CUST_01617,PROD_0005,Product 5 Vintage,1,103.53,2024-02-21 15:17:46,Australia,103.53
INV_000404,CUST_00469,PROD_0009,Product 9 Luxury,1,141.13,2024-11-27 04:36:15,Germany,141.13
INV_000201,CUST_01665,PROD_0042,Product 42 Essential,1,62.22,2024-07-08 17:52:32,United Kingdom,62.22
INV_001920,CUST_01707,PROD_0034,Product 34 Vintage,2,104.35,2024-12-27 06:31:18,Canada,208.7
INV_007862,CUST_01410,PROD_0024,Product 24 Modern,2,197.95,2024-08-25 09:33:34,United Kingdom,395.9
INV_006820,CUST_00169,PROD_0022,Product 22 Luxury,2,128.81,2024-12-07 21:18:36,United States,257.62
INV_006725,CUST_00610,PROD_0007,Product 7 Eco,2,47.98,2024-01-31 15:42:45,United States,95.96
INV_001142,CUST_01017,PROD_0038,Product 38 Modern,2,199.23,2024-05-18 03:45:46,United States,398.46
INV_007803,CUST_01688,PROD_0003,Product 3 Luxury,1,21.94,2024-06-13 07:07:28,United Kingdom,21.94
INV_001206,CUST_02325,PROD_0013,Product 13 Eco,1,162.38,2024-01-13 13:49:44,United States,162.38
INV_001677,CUST_00155,PROD_0016,Product 16 Eco,1,117.57,2024-10-08 08:46:48,United States,117.57
INV_004534,CUST_00252,PROD_0010,Product 10 Essential,1,35.31,2024-01-26 05:25:24,United States,35.31
INV_004722,CUST_00266,PROD_0035,Product 35 Luxury,2,172.91,2024-12-13 08:50:16,United States,345.82
INV_002944,CUST_01250,PROD_0005,Product 5 Vintage,1,103.53,2024-12-11 06:36:49,United States,103.53
INV_000983,CUST_02316,PROD_0016,Product 16 Eco,2,117.57,2024-01-12 23:38:33,France,235.14
INV_005080,CUST_00086,PROD_0038,Product 38 Modern,1,199.23,2024-11-29 00:46:17,United Kingdom,199.23
INV_006074,CUST_01520,PROD_0031,Product 31 Vintage,4,150.26,2024-02-07 14:45:54,United States,601.04
INV_001996,CUST_00946,PROD_0035,Product 35 Luxury,3,172.91,2024-08-19 14:29:04,United States,518.73
INV_003750,CUST_01267,PROD_0039,Product 39 Eco,1,194.35,2024-03-13 21:53:56,United Kingdom,194.35
INV_004517,CUST_01124,PROD_0030,Product 30 Modern,1,32.85,2024-08-30 19:56:33,United States,32.85
INV_003585,CUST_00818,PROD_0035,Product 35 Luxury,3,172.91,2024-02-05 07:34:46,Canada,518.73
INV_002015,CUST_01007,PROD_0026,Product 26 Luxury,1,165.24,2024-07-20 10:39:32,United Kingdom,165.24
INV_004517,CUST_01124,PROD_0046,Product 46 Essential,1,123.74,2024-08-30 19:56:33,United States,123.74
INV_001067,CUST_02329,PROD_0038,Product 38 Modern,3,199.23,2024-06-12 10:43:56,United States,597.69
INV_006634,CUST_01703,PROD_0049,Product 49 Eco,3,100.27,2024-07-01 13:37:04,United States,300.81
INV_003344,CUST_00749,PROD_0022,Product 22 Luxury,1,128.81,2024-11-10 06:05:29,Germany,128.81
INV_002095,CUST_01449,PROD_0044,Product 44 Essential,1,153.57,2024-01-26 17:09:00,Australia,153.57
INV_004170,CUST_02357,PROD_0025,Product 25 Eco,1,138.49,2024-04-03 17:59:46,Canada,138.49
INV_002219,CUST_01939,PROD_0013,Product 13 Eco,1,162.38,2024-08-12 12:39:55,United States,162.38
INV_003301,CUST_01751,PROD_0010,Product 10 Essential,3,35.31,2024-11-27 16:15:01,United States,105.93
INV_003131,CUST_01928,PROD_0034,Product 34 Vintage,1,104.35,2024-11-03 04:37:42,Germany,104.35
INV_005538,CUST_01372,PROD_0044,Product 44 Essential,6,153.57,2024-07-08 23:29:16,United States,921.42
INV_004564,CUST_01102,PROD_0041,Product 41 Eco,1,154.87,2024-02-05 05:55:16,United Kingdom,154.87
INV_004637,CUST_01154,PROD_0040,Product 40 Luxury,2,137.92,2024-01-16 11:22:37,United States,275.84
INV_004814,CUST_02207,PROD_0033,Product 33 Modern,2,82.87,2024-11-15 10:47:35,United States,165.74
INV_001157,CUST_01618,PROD_0004,Product 4 Modern,1,10.8,2024-07-11 16:13:59,United States,10.8
INV_004835,CUST_01208,PROD_0033,Product 33 Modern,1,82.87,2024-11-19 07:56:40,United States,82.87
INV_001708,CUST_02116,PROD_0001,Product 1 Luxury,3,149.59,2024-07-27 00:38:15,United States,448.77
INV_004242,CUST_00666,PROD_0018,Product 18 Essential,1,171.78,2024-05-28 01:53:24,United Kingdom,171.78
INV_005300,CUST_00341,PROD_0014,Product 14 Modern,2,29.33,2024-05-17 18:09:14,United Kingdom,58.66
INV_002373,CUST_00911,PROD_0006,Product 6 Luxury,2,43.76,2024-12-12 08:23:21,Australia,87.52
INV_004504,CUST_01027,PROD_0008,Product 8 Eco,3,162.83,2024-09-23 04:05:20,United States,488.49
INV_000619,CUST_01322,PROD_0045,Product 45 Eco,6,174.74,2024-12-29 00:23:17,Germany,1048.44
INV_003589,CUST_00212,PROD_0038,Product 38 Modern,1,199.23,2024-04-28 04:11:17,United States,199.23
INV_007315,CUST_01408,PROD_0013,Product 13 Eco,1,162.38,2024-12-31 09:14:56,Germany,162.38
INV_002766,CUST_00387,PROD_0001,Product 1 Luxury,10,149.59,2024-12-10 14:51:59,United States,1495.9
INV_006169,CUST_02363,PROD_0018,Product 18 Essential,2,171.78,2024-05-25 18:17:14,Germany,343.56
INV_002784,CUST_00632,PROD_0004,Product 4 Modern,3,10.8,2024-02-16 20:05:31,United States,32.4
INV_002318,CUST_01647,PROD_0016,Product 16 Eco,3,117.57,2024-05-05 22:05:19,United States,352.71
INV_001400,CUST_00453,PROD_0029,Product 29 Essential,1,132.8,2024-11-20 08:55:40,United Kingdom,132.8
INV_006886,CUST_01393,PROD_0038,Product 38 Modern,1,199.23,2024-07-27 18:01:49,Canada,199.23
INV_004575,CUST_01255,PROD_0042,Product 42 Essential,6,62.22,2024-03-04 04:53:57,United Kingdom,373.32
INV_001164,CUST_00563,PROD_0046,Product 46 Essential,2,123.74,2024-06-11 19:33:06,United States,247.48
INV_008000,CUST_02328,PROD_0042,Product 42 Essential,1,62.22,2024-04-05 06:47:26,United States,62.22
INV_007586,CUST_00115,PROD_0008,Product 8 Eco,3,162.83,2024-01-13 16:30:07,United Kingdom,488.49
INV_003354,CUST_00172,PROD_0006,Product 6 Luxury,2,43.76,2024-02-07 14:37:53,United States,87.52
INV_004849,CUST_00304,PROD_0014,Product 14 Modern,6,29.33,2024-05-06 00:59:00,Japan,175.98
INV_007878,CUST_01021,PROD_0027,Product 27 Essential,3,57.2,2024-06-02 03:56:53,United States,171.6
INV_002237,CUST_00476,PROD_0004,Product 4 Modern,2,10.8,2024-01-21 09:33:06,United States,21.6
INV_004311,CUST_00140,PROD_0050,Product 50 Luxury,1,176.34,2024-11-19 20:07:30,United States,176.34
INV_007079,CUST_01147,PROD_0008,Product 8 Eco,5,162.83,2024-01-02 23:08:00,United States,814.15
INV_005364,CUST_01905,PROD_0042,Product 42 Essential,1,62.22,2024-12-07 17:57:29,United Kingdom,62.22
INV_001088,CUST_00121,PROD_0016,Product 16 Eco,2,117.57,2024-05-10 02:31:44,France,235.14
INV_001605,CUST_01863,PROD_0032,Product 32 Eco,1,150.66,2024-12-08 08:39:36,United States,150.66
INV_007375,CUST_00857,PROD_0048,Product 48 Eco,1,184.1,2024-05-20 21:03:26,France,184.1
INV_005833,CUST_01785,PROD_0043,Product 43 Vintage,1,5.62,2024-06-06 15:29:32,France,5.62
INV_000309,CUST_01346,PROD_0016,Product 16 Eco,1,117.57,2024-11-27 00:23:49,Germany,117.57
INV_007596,CUST_02198,PROD_0011,Product 11 Essential,1,23.08,2024-11-04 08:02:59,France,23.08
INV_006988,CUST_02252,PROD_0047,Product 47 Vintage,1,153.68,2024-07-13 04:03:01,United States,153.68
INV_002194,CUST_01704,PROD_0008,Product 8 Eco,2,162.83,2024-11-30 01:12:17,United Kingdom,325.66
INV_001054,CUST_01759,PROD_0024,Product 24 Modern,5,197.95,2024-05-02 03:23:11,France,989.75
INV_006522,CUST_01843,PROD_0035,Product 35 Luxury,1,172.91,2024-07-28 07:03:03,United States,172.91
INV_002867,CUST_00207,PROD_0006,Product 6 Luxury,3,43.76,2024-12-25 20:50:13,Australia,131.28
INV_001920,CUST_01707,PROD_0021,Product 21 Vintage,1,141.84,2024-12-27 06:31:18,Canada,141.84
INV_000601,CUST_00266,PROD_0008,Product 8 Eco,1,162.83,2024-08-01 14:20:41,United Kingdom,162.83
INV_006451,CUST_02354,PROD_0050,Product 50 Luxury,1,176.34,2024-12-21 11:23:04,United States,176.34
INV_003554,CUST_01534,PROD_0027,Product 27 Essential,3,57.2,2024-04-26 05:32:16,United States,171.6
INV_002251,CUST_00799,PROD_0031,Product 31 Vintage,1,150.26,2024-07-20 22:18:24,United States,150.26
INV_001558,CUST_00021,PROD_0011,Product 11 Essential,2,23.08,2024-08-10 10:07:27,United Kingdom,46.16
INV_005078,CUST_01804,PROD_0004,Product 4 Modern,3,10.8,2024-09-08 14:49:10,France,32.4
INV_000824,CUST_00404,PROD_0050,Product 50 Luxury,1,176.34,2024-11-07 18:47:35,Japan,176.34
INV_001457,CUST_02017,PROD_0039,Product 39 Eco,2,194.35,2024-02-24 13:04:52,France,388.7
INV_007700,CUST_00312,PROD_0022,Product 22 Luxury,2,128.81,2024-05-10 04:31:07,Germany,257.62
INV_007038,CUST_01988,PROD_0044,Product 44 Essential,3,153.57,2024-10-30 12:56:24,United Kingdom,460.71
INV_005613,CUST_02174,PROD_0008,Product 8 Eco,3,162.83,2024-01-04 10:33:28,United States,488.49
INV_004514,CUST_00054,PROD_0024,Product 24 Modern,2,197.95,2024-08-23 15:32:50,United States,395.9
INV_007502,CUST_01116,PROD_0008,Product 8 Eco,3,162.83,2024-04-19 19:46:40,United Kingdom,488.49
INV_000436,CUST_00638,PROD_0007,Product 7 Eco,1,47.98,2024-03-02 03:09:59,Germany,47.98
INV_000374,CUST_01505,PROD_0009,Product 9 Luxury,1,141.13,2024-07-30 10:47:22,Canada,141.13
INV_006108,CUST_02274,PROD_0024,Product 24 Modern,1,197.95,2024-12-09 05:52:47,Germany,197.95
INV_002768,CUST_00500,PROD_0041,Product 41 Eco,3,154.87,2024-06-02 01:55:43,United States,464.61
INV_007960,CUST_01226,PROD_0026,Product 26 Luxury,2,165.24,2024-12-21 16:50:41,Australia,330.48
INV_004180,CUST_02310,PROD_0038,Product 38 Modern,1,199.23,2024-12-17 04:54:33,United Kingdom,199.23
INV_006428,CUST_02495,PROD_0018,Product 18 Essential,6,171.78,2024-07-29 10:28:45,United States,1030.68
INV_004407,CUST_01621,PROD_0008,Product 8 Eco,3,162.83,2024-11-29 21:11:51,Germany,488.49
INV_005680,CUST_01734,PROD_0016,Product 16 Eco,1,117.57,2024-03-20 13:44:19,United States,117.57
INV_001867,CUST_00274,PROD_0006,Product 6 Luxury,1,43.76,2024-01-18 00:02:01,France,43.76
INV_006693,CUST_00707,PROD_0025,Product 25 Eco,1,138.49,2024-04-05 13:47:43,United States,138.49
INV_001171,CUST_00107,PROD_0029,Product 29 Essential,1,132.8,2024-05-03 20:09:15,United Kingdom,132.8
INV_004596,CUST_00370,PROD_0038,Product 38 Modern,1,199.23,2024-10-08 05:25:18,United States,199.23
INV_004331,CUST_02375,PROD_0041,Product 41 Eco,2,154.87,2024-07-16 09:01:38,France,309.74
INV_002250,CUST_00991,PROD_0030,Product 30 Modern,2,32.85,2024-10-12 04:17:50,Germany,65.7
INV_005624,CUST_00924,PROD_0030,Product 30 Modern,5,32.85,2024-11-17 13:17:32,United States,164.25
INV_004467,CUST_01521,PROD_0005,Product 5 Vintage,3,103.53,2024-07-20 16:58:13,United Kingdom,310.59
INV_001629,CUST_01162,PROD_0035,Product 35 Luxury,1,172.91,2024-02-03 07:14:02,United States,172.91
INV_004085,CUST_00994,PROD_0043,Product 43 Vintage,4,5.62,2024-08-13 08:59:49,United Kingdom,22.48
INV_006121,CUST_01964,PROD_0003,Product 3 Luxury,1,21.94,2024-06-02 06:00:15,Canada,21.94
INV_000727,CUST_01118,PROD_0001,Product 1 Luxury,2,149.59,2024-03-15 21:07:56,France,299.18
INV_006250,CUST_00646,PROD_0048,Product 48 Eco,2,184.1,2024-12-31 16:20:57,United States,368.2
INV_003886,CUST_00589,PROD_0015,Product 15 Modern,8,112.64,2024-08-31 16:08:46,United States,901.12
INV_005138,CUST_00634,PROD_0036,Product 36 Vintage,1,159.45,2024-08-20 21:46:47,United States,159.45
INV_004237,CUST_00234,PROD_0011,Product 11 Essential,5,23.08,2024-11-09 13:28:57,United States,115.4
INV_001766,CUST_00293,PROD_0008,Product 8 Eco,2,162.83,2024-01-31 17:22:35,United States,325.66
INV_005712,CUST_01191,PROD_0020,Product 20 Essential,3,77.18,2024-12-14 22:11:06,United States,231.54
INV_001415,CUST_01870,PROD_0020,Product 20 Essential,2,77.18,2024-04-15 13:40:04,France,154.36
INV_007011,CUST_02412,PROD_0006,Product 6 Luxury,3,43.76,2024-05-02 20:59:21,France,131.28
INV_002465,CUST_00359,PROD_0048,Product 48 Eco,1,184.1,2024-03-24 18:25:28,Germany,184.1
INV_002245,CUST_00399,PROD_0049,Product 49 Eco,1,100.27,2024-12-22 09:41:49,United Kingdom,100.27
INV_003128,CUST_01148,PROD_0037,Product 37 Modern,1,17.38,2024-12-04 23:33:56,United States,17.38
INV_005135,CUST_00285,PROD_0038,Product 38 Modern,1,199.23,2024-03-07 22:49:07,United States,199.23
INV_006525,CUST_01382,PROD_0021,Product 21 Vintage,2,141.84,2024-10-14 16:46:26,Canada,283.68
INV_001811,CUST_02016,PROD_0020,Product 20 Essential,2,77.18,2024-03-13 22:19:28,United States,154.36
INV_006852,CUST_01616,PROD_0049,Product 49 Eco,1,100.27,2024-08-31 08:14:34,United States,100.27
INV_000175,CUST_01278,PROD_0006,Product 6 Luxury,2,43.76,2024-08-11 14:48:52,Germany,87.52
INV_003439,CUST_00231,PROD_0034,Product 34 Vintage,2,104.35,2024-02-07 07:13:47,United States,208.7
INV_004990,CUST_01141,PROD_0015,Product 15 Modern,1,112.64,2024-01-19 23:53:40,Australia,112.64
INV_002947,CUST_00277,PROD_0001,Product 1 Luxury,1,149.59,2024-12-04 00:57:48,United States,149.59
INV_000852,CUST_02148,PROD_0040,Product 40 Luxury,1,137.92,2024-02-27 19:49:30,United States,137.92
INV_005461,CUST_02197,PROD_0006,Product 6 Luxury,1,43.76,2024-01-03 20:30:23,Canada,43.76
INV_000359,CUST_02300,PROD_0014,Product 14 Modern,1,29.33,2024-05-07 09:14:24,Canada,29.33
INV_006358,CUST_00665,PROD_0025,Product 25 Eco,3,138.49,2024-01-23 14:17:43,Germany,415.47
INV_000578,CUST_01440,PROD_0031,Product 31 Vintage,1,150.26,2024-06-22 15:33:01,United States,150.26
INV_005758,CUST_01655,PROD_0007,Product 7 Eco,1,47.98,2024-12-11 04:08:54,United Kingdom,47.98
INV_005926,CUST_01006,PROD_0026,Product 26 Luxury,2,165.24,2024-07-05 08:39:41,United States,330.48
INV_002193,CUST_00557,PROD_0027,Product 27 Essential,1,57.2,2024-02-02 21:07:13,United States,57.2
INV_005654,CUST_01737,PROD_0035,Product 35 Luxury,2,172.91,2024-09-17 01:54:47,Germany,345.82
INV_001110,CUST_00033,PROD_0042,Product 42 Essential,6,62.22,2024-05-23 06:34:39,United States,373.32
INV_007628,CUST_01695,PROD_0039,Product 39 Eco,2,194.35,2024-12-21 20:27:31,France,388.7
INV_001037,CUST_00390,PROD_0034,Product 34 Vintage,1,104.35,2024-01-01 10:07:30,United States,104.35
INV_004287,CUST_02353,PROD_0005,Product 5 Vintage,2,103.53,2024-09-01 19:02:56,United Kingdom,207.06
INV_004380,CUST_01971,PROD_0025,Product 25 Eco,2,138.49,2024-04-24 17:29:17,United States,276.98
INV_004951,CUST_01347,PROD_0009,Product 9 Luxury,1,141.13,2024-10-02 21:58:17,Japan,141.13
INV_002301,CUST_01261,PROD_0017,Product 17 Luxury,4,133.94,2024-07-13 01:23:37,United Kingdom,535.76
INV_000457,CUST_01483,PROD_0021,Product 21 Vintage,1,141.84,2024-02-04 05:25:48,United States,141.84
INV_001165,CUST_02154,PROD_0020,Product 20 Essential,1,77.18,2024-04-06 18:13:31,United Kingdom,77.18
INV_003779,CUST_01285,PROD_0011,Product 11 Essential,1,23.08,2024-03-06 21:52:58,Australia,23.08
INV_001823,CUST_01025,PROD_0050,Product 50 Luxury,2,176.34,2024-11-13 09:19:43,United States,352.68
INV_006992,CUST_00869,PROD_0013,Product 13 Eco,2,162.38,2024-03-06 03:51:11,United States,324.76
INV_003308,CUST_00777,PROD_0010,Product 10 Essential,1,35.31,2024-01-02 14:57:56,United States,35.31
INV_007963,CUST_01743,PROD_0038,Product 38 Modern,1,199.23,2024-07-11 18:13:18,Germany,199.23
INV_000063,CUST_01084,PROD_0043,Product 43 Vintage,6,5.62,2024-02-14 19:52:23,Canada,33.72
INV_004786,CUST_02496,PROD_0044,Product 44 Essential,4,153.57,2024-04-13 05:05:37,United Kingdom,614.28
INV_007800,CUST_01221,PROD_0008,Product 8 Eco,1,162.83,2024-12-10 07:39:32,United States,162.83
INV_005742,CUST_01895,PROD_0011,Product 11 Essential,3,23.08,2024-08-02 22:25:19,Germany,69.24
INV_000560,CUST_01875,PROD_0040,Product 40 Luxury,1,137.92,2024-01-15 08:42:50,United States,137.92
