customer_id,total_monetary_spend,transaction_frequency,total_items_purchased,first_purchase,last_purchase,views,carts,purchases,searches,total_sessions,cart_to_view_ratio,avg_order_value,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_total,customer_segment,cluster_id
CUST_01856,1594.85,2,11,2024-03-14 01:02:15,2024-05-06 04:25:53,24,4,2,2,7,0.1667,797.42,239.8,2,1594.85,1,2,2,122,5,Lost,Cluster_3
CUST_01479,753.3,1,5,2024-06-03 09:30:32,2024-06-03 09:30:32,18,4,1,3,5,0.2222,753.3,211.6,1,753.3,1,1,1,111,3,Lost,Cluster_2
CUST_00839,2469.84,4,20,2024-02-16 17:30:37,2024-12-21 22:16:04,28,15,2,3,10,0.5357,617.46,10.1,4,2469.84,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_01557,2425.79,3,24,2024-02-03 06:43:37,2024-11-08 06:32:08,37,15,4,7,9,0.4054,808.6,53.7,3,2425.79,4,4,3,443,11,Loyal Customers,Cluster_3
CUST_01632,1346.32,2,19,2024-04-20 14:35:29,2024-12-26 17:44:31,31,8,0,2,11,0.2581,673.16,5.3,2,1346.32,5,2,2,522,9,New Customers,Cluster_1
CUST_01971,3559.95,6,37,2024-02-01 01:48:10,2024-12-26 13:24:25,30,13,3,9,11,0.4333,593.32,5.4,6,3559.95,5,5,4,554,14,Champions,Cluster_1
CUST_01926,3167.68,6,39,2024-01-17 21:46:12,2024-11-30 19:59:50,18,6,1,1,5,0.3333,527.95,31.2,6,3167.68,4,5,4,454,13,Champions,Cluster_1
CUST_00701,3585.45,5,48,2024-01-27 05:22:48,2024-09-13 07:30:13,23,6,2,3,6,0.2609,717.09,109.7,5,3585.45,2,5,4,254,11,Loyal Customers,Cluster_4
CUST_00477,2785.15,5,30,2024-04-10 03:03:15,2024-12-22 12:29:00,8,5,1,3,4,0.625,557.03,9.5,5,2785.15,5,5,4,554,14,Champions,Cluster_1
CUST_00638,1954.34,3,19,2024-03-02 03:09:59,2024-12-05 03:00:40,20,7,2,1,6,0.35,651.45,26.9,3,1954.34,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_00027,1949.95,4,18,2024-04-19 08:36:28,2024-12-25 17:04:21,28,5,1,1,7,0.1786,487.49,6.3,4,1949.95,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_00558,2608.25,4,26,2024-01-02 04:40:06,2024-10-29 21:32:22,11,6,2,3,3,0.5455,652.06,63.1,4,2608.25,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_02398,2828.9,3,27,2024-04-28 00:41:14,2024-06-18 06:44:33,24,8,1,1,6,0.3333,942.97,196.7,3,2828.9,1,4,4,144,9,Loyal Customers,Cluster_3
CUST_01945,4771.08,5,35,2024-03-02 15:56:54,2024-12-02 21:55:36,24,8,4,4,8,0.3333,954.22,29.1,5,4771.08,4,5,5,455,14,Champions,Cluster_1
CUST_01371,5744.44,8,41,2024-01-26 14:20:34,2024-12-24 15:55:11,15,3,0,2,4,0.2,718.05,7.3,8,5744.44,5,5,5,555,15,Champions,Cluster_1
CUST_00306,769.99,1,5,2024-03-13 14:44:52,2024-03-13 14:44:52,32,5,0,6,7,0.1562,769.99,293.4,1,769.99,1,1,1,111,3,Lost,Cluster_2
CUST_01445,1198.19,2,17,2024-05-04 00:14:19,2024-08-26 18:49:52,7,4,1,0,2,0.5714,599.1,127.2,2,1198.19,2,2,2,222,6,Lost,Cluster_3
CUST_00761,2950.51,3,29,2024-04-17 12:27:52,2024-09-20 23:12:54,17,5,2,2,6,0.2941,983.5,102.0,3,2950.51,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_00799,1920.33,4,15,2024-02-16 13:41:22,2024-07-22 07:23:38,33,5,1,8,7,0.1515,480.08,162.7,4,1920.33,2,4,3,243,9,Loyal Customers,Cluster_4
CUST_00478,2932.93,6,33,2024-01-20 15:25:01,2024-10-16 20:25:12,2,2,1,0,2,1.0,488.82,76.1,6,2932.93,3,5,4,354,12,Loyal Customers,Cluster_4
CUST_00240,814.85,2,6,2024-04-25 17:47:17,2024-08-12 22:21:05,6,9,1,1,3,1.5,407.43,141.1,2,814.85,2,2,1,221,5,Lost,Cluster_3
CUST_00946,990.3,1,6,2024-08-19 14:29:04,2024-08-19 14:29:04,15,8,2,3,4,0.5333,990.3,134.4,1,990.3,2,1,1,211,4,Lost,Cluster_2
CUST_00267,706.64,1,11,2024-10-30 22:47:30,2024-10-30 22:47:30,15,2,1,0,4,0.1333,706.64,62.1,1,706.64,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_00416,3614.23,6,33,2024-01-22 19:01:32,2024-09-20 18:23:45,42,4,3,1,9,0.0952,602.37,102.2,6,3614.23,3,5,4,354,12,Loyal Customers,Cluster_4
CUST_00201,2219.59,5,20,2024-03-12 18:50:00,2024-12-19 15:33:54,9,4,1,3,4,0.4444,443.92,12.4,5,2219.59,5,5,3,553,13,Loyal Customers,Cluster_1
CUST_01895,3220.41,4,28,2024-02-27 09:04:15,2024-08-02 22:25:19,33,6,2,8,9,0.1818,805.1,151.1,4,3220.41,2,4,4,244,10,Loyal Customers,Cluster_4
CUST_02417,1302.59,1,10,2024-09-18 18:48:03,2024-09-18 18:48:03,20,6,1,4,5,0.3,1302.59,104.2,1,1302.59,2,1,2,212,5,Lost,Cluster_2
CUST_00623,3768.58,4,32,2024-01-20 22:41:21,2024-07-29 00:49:20,19,6,2,3,5,0.3158,942.14,156.0,4,3768.58,2,4,5,245,11,Loyal Customers,Cluster_4
CUST_01386,908.12,3,11,2024-04-05 14:57:25,2024-09-20 15:47:07,32,6,0,3,9,0.1875,302.71,102.3,3,908.12,3,4,1,341,8,Potential Loyalists,Cluster_3
CUST_01762,4224.86,7,39,2024-01-08 23:25:27,2024-12-17 19:56:39,50,12,5,12,11,0.24,603.55,14.2,7,4224.86,5,5,5,555,15,Champions,Cluster_1
CUST_01410,2998.03,5,25,2024-01-08 16:52:43,2024-12-31 00:52:27,21,5,1,2,6,0.2381,599.61,1.0,5,2998.03,5,5,4,554,14,Champions,Cluster_1
CUST_02318,1408.43,4,14,2024-02-15 22:45:34,2024-09-18 01:07:48,37,16,1,5,9,0.4324,352.11,105.0,4,1408.43,2,4,2,242,8,At Risk,Cluster_3
CUST_00233,1481.62,4,15,2024-01-30 18:04:21,2024-07-31 00:32:40,40,16,6,9,10,0.4,370.4,154.0,4,1481.62,2,4,2,242,8,At Risk,Cluster_3
CUST_01112,5265.12,4,39,2024-01-21 14:47:25,2024-12-05 17:16:30,52,11,3,6,11,0.2115,1316.28,26.3,4,5265.12,5,4,5,545,14,Champions,Cluster_1
CUST_01146,1244.02,4,12,2024-03-09 15:17:30,2024-12-15 14:33:05,18,5,3,3,7,0.2778,311.0,16.4,4,1244.02,5,4,2,542,11,Potential Loyalists,Cluster_1
CUST_00922,1938.21,3,15,2024-04-05 08:26:10,2024-12-31 15:16:52,20,1,4,2,5,0.05,646.07,0.4,3,1938.21,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_02470,1972.7,3,24,2024-03-04 10:50:17,2024-12-20 20:47:15,17,9,2,3,6,0.5294,657.57,11.1,3,1972.7,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_01045,242.83,2,3,2024-01-03 04:36:59,2024-05-25 08:44:18,9,5,0,2,3,0.5556,121.42,220.6,2,242.83,1,2,1,121,4,Lost,Cluster_2
CUST_01156,492.76,2,4,2024-04-14 13:04:49,2024-07-07 17:11:19,23,8,3,3,6,0.3478,246.38,177.3,2,492.76,1,2,1,121,4,Lost,Cluster_2
CUST_00043,2026.48,3,23,2024-02-23 21:05:54,2024-11-15 23:36:03,16,8,1,2,5,0.5,675.49,46.0,3,2026.48,4,4,3,443,11,Loyal Customers,Cluster_3
CUST_01048,472.93,1,5,2024-10-26 12:34:04,2024-10-26 12:34:04,29,16,1,7,8,0.5517,472.93,66.5,1,472.93,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_01774,1207.81,2,8,2024-02-25 01:37:55,2024-05-11 01:53:39,32,9,1,5,8,0.2812,603.9,234.9,2,1207.81,1,2,2,122,5,Lost,Cluster_3
CUST_00383,2026.18,3,26,2024-05-15 12:20:15,2024-12-25 18:21:57,41,11,1,1,8,0.2683,675.39,6.2,3,2026.18,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_01675,1747.91,2,16,2024-01-09 20:49:29,2024-05-20 16:35:57,30,7,1,3,6,0.2333,873.96,225.3,2,1747.91,1,2,2,122,5,Lost,Cluster_3
CUST_00232,1528.22,3,15,2024-02-24 10:09:29,2024-09-13 19:12:12,25,7,2,5,5,0.28,509.41,109.2,3,1528.22,2,4,2,242,8,At Risk,Cluster_3
CUST_01180,3061.07,2,19,2024-03-10 00:59:02,2024-10-11 02:40:39,7,8,2,0,4,1.1429,1530.54,81.9,2,3061.07,3,2,4,324,9,Potential Loyalists,Cluster_3
CUST_00190,1423.9,1,11,2024-07-20 16:35:33,2024-07-20 16:35:33,35,8,1,5,7,0.2286,1423.9,164.3,1,1423.9,2,1,2,212,5,Lost,Cluster_2
CUST_00111,752.51,1,5,2024-10-13 23:03:13,2024-10-13 23:03:13,20,6,0,5,6,0.3,752.51,79.0,1,752.51,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_01665,2194.21,5,28,2024-04-12 01:29:55,2024-12-02 17:36:36,6,4,1,3,2,0.6667,438.84,29.3,5,2194.21,4,5,3,453,12,Loyal Customers,Cluster_1
CUST_00227,712.33,2,5,2024-06-07 18:10:41,2024-11-18 21:07:26,18,3,3,2,4,0.1667,356.17,43.1,2,712.33,4,2,1,421,7,New Customers,Cluster_3
CUST_00163,2556.23,2,20,2024-07-21 06:53:12,2024-08-28 13:03:14,20,2,0,0,3,0.1,1278.12,125.5,2,2556.23,2,2,3,223,7,Potential Loyalists,Cluster_3
CUST_00704,258.05,3,6,2024-09-11 16:30:29,2024-11-27 00:32:44,14,4,1,1,3,0.2857,86.02,35.0,3,258.05,4,4,1,441,9,Potential Loyalists,Cluster_2
CUST_00222,4156.47,3,38,2024-09-18 12:12:44,2024-12-04 04:54:08,6,2,0,1,3,0.3333,1385.49,27.8,3,4156.47,4,4,5,445,13,Champions,Cluster_1
CUST_00011,367.41,2,8,2024-01-18 02:27:46,2024-02-29 19:36:26,15,3,0,3,4,0.2,183.71,306.2,2,367.41,1,2,1,121,4,Lost,Cluster_2
CUST_02245,5136.46,5,42,2024-03-01 04:48:53,2024-10-09 23:38:41,9,0,1,2,2,0.0,1027.29,83.0,5,5136.46,3,5,5,355,13,Loyal Customers,Cluster_4
CUST_01089,3332.59,5,36,2024-01-20 19:17:22,2024-12-28 00:03:58,23,9,1,4,5,0.3913,666.52,4.0,5,3332.59,5,5,4,554,14,Champions,Cluster_1
CUST_00867,1571.98,1,20,2024-02-28 08:20:31,2024-02-28 08:20:31,13,2,1,0,4,0.1538,1571.98,307.7,1,1571.98,1,1,2,112,4,Lost,Cluster_2
CUST_01559,784.87,3,13,2024-06-29 01:32:33,2024-10-06 16:45:32,26,8,1,4,9,0.3077,261.62,86.3,3,784.87,3,4,1,341,8,Potential Loyalists,Cluster_3
CUST_01109,1769.89,2,17,2024-02-25 09:32:26,2024-07-27 04:33:01,28,8,1,7,6,0.2857,884.95,157.8,2,1769.89,2,2,2,222,6,Lost,Cluster_3
CUST_02235,1699.63,3,16,2024-03-10 21:02:35,2024-11-09 13:47:58,17,3,1,0,4,0.1765,566.54,52.4,3,1699.63,4,4,2,442,10,Potential Loyalists,Cluster_3
CUST_01701,2278.48,2,19,2024-02-12 02:43:53,2024-10-07 21:12:46,40,10,4,3,9,0.25,1139.24,85.1,2,2278.48,3,2,3,323,8,Potential Loyalists,Cluster_3
CUST_01730,2234.89,3,19,2024-05-17 14:56:49,2024-09-12 16:46:39,25,2,2,4,5,0.08,744.96,110.3,3,2234.89,2,4,3,243,9,Loyal Customers,Cluster_3
CUST_00283,2530.23,2,20,2024-12-06 14:09:02,2024-12-28 15:25:08,8,2,0,0,1,0.25,1265.12,3.4,2,2530.23,5,2,3,523,10,New Customers,Cluster_1
CUST_00598,2735.0,6,27,2024-01-07 07:10:49,2024-11-24 23:16:05,16,5,1,5,4,0.3125,455.83,37.0,6,2735.0,4,5,4,454,13,Champions,Cluster_4
CUST_00377,4301.01,2,34,2024-08-09 13:19:32,2024-10-05 17:30:45,14,7,1,3,6,0.5,2150.51,87.3,2,4301.01,3,2,5,325,10,Potential Loyalists,Cluster_3
CUST_01996,1329.35,4,11,2024-04-26 11:50:19,2024-10-21 13:21:18,13,5,1,1,5,0.3846,332.34,71.4,4,1329.35,3,4,2,342,9,Potential Loyalists,Cluster_3
CUST_02432,1903.83,2,18,2024-05-01 21:51:15,2024-12-10 10:38:53,8,4,1,4,4,0.5,951.91,21.6,2,1903.83,5,2,3,523,10,New Customers,Cluster_3
CUST_01770,3343.32,4,33,2024-04-22 12:58:24,2024-10-12 06:21:08,9,6,1,4,7,0.6667,835.83,80.7,4,3343.32,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_01355,2034.97,4,17,2024-02-08 20:56:22,2024-09-02 06:14:06,6,3,0,0,1,0.5,508.74,120.7,4,2034.97,2,4,3,243,9,Loyal Customers,Cluster_4
CUST_02403,3615.15,4,34,2024-01-11 10:41:29,2024-09-30 16:14:45,34,10,3,2,9,0.2941,903.79,92.3,4,3615.15,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_00391,3131.82,4,30,2024-02-22 15:46:48,2024-12-13 12:03:30,44,11,1,6,10,0.25,782.96,18.5,4,3131.82,5,4,4,544,13,Champions,Cluster_1
CUST_00254,1156.79,3,10,2024-03-29 04:26:18,2024-09-07 18:24:41,23,8,1,4,7,0.3478,385.6,115.2,3,1156.79,2,4,2,242,8,At Risk,Cluster_3
CUST_01295,1043.25,3,9,2024-02-26 04:42:32,2024-08-26 04:07:11,25,11,0,2,7,0.44,347.75,127.8,3,1043.25,2,4,2,242,8,At Risk,Cluster_3
CUST_00755,1095.09,2,15,2024-03-10 09:01:43,2024-10-26 04:52:43,10,4,1,3,3,0.4,547.54,66.8,2,1095.09,3,2,2,322,7,Potential Loyalists,Cluster_3
CUST_01596,2378.13,2,17,2024-03-11 03:59:22,2024-09-18 11:35:56,8,2,0,1,2,0.25,1189.07,104.5,2,2378.13,2,2,3,223,7,Potential Loyalists,Cluster_3
CUST_02491,2991.09,4,27,2024-01-05 19:00:32,2024-12-08 19:23:15,21,5,1,2,5,0.2381,747.77,23.2,4,2991.09,5,4,4,544,13,Champions,Cluster_1
CUST_00455,2647.9,3,22,2024-05-11 09:57:38,2024-11-24 17:46:25,38,3,0,7,7,0.0789,882.63,37.3,3,2647.9,4,4,4,444,12,Champions,Cluster_3
CUST_02456,1410.67,2,11,2024-05-07 13:26:36,2024-07-17 06:39:03,14,8,0,4,6,0.5714,705.34,167.7,2,1410.67,2,2,2,222,6,Lost,Cluster_3
CUST_00984,846.02,1,12,2024-06-24 06:20:44,2024-06-24 06:20:44,9,4,0,3,2,0.4444,846.02,190.7,1,846.02,1,1,1,111,3,Lost,Cluster_2
CUST_02356,3828.49,4,40,2024-03-21 02:12:07,2024-12-07 14:18:52,19,1,2,2,5,0.0526,957.12,24.4,4,3828.49,5,4,5,545,14,Champions,Cluster_1
CUST_00315,3828.48,4,28,2024-01-30 15:53:36,2024-09-10 00:45:47,19,7,0,3,5,0.3684,957.12,113.0,4,3828.48,2,4,5,245,11,Loyal Customers,Cluster_4
CUST_02045,2870.0,4,25,2024-03-23 16:51:50,2024-12-04 12:38:32,18,8,2,3,5,0.4444,717.5,27.5,4,2870.0,4,4,4,444,12,Champions,Cluster_1
CUST_00714,5816.92,6,46,2024-01-29 06:06:34,2024-12-29 19:27:17,4,5,1,0,2,1.25,969.49,2.2,6,5816.92,5,5,5,555,15,Champions,Cluster_1
CUST_01020,5067.53,6,44,2024-02-13 03:22:00,2024-09-28 10:02:26,20,2,3,6,4,0.1,844.59,94.6,6,5067.53,3,5,5,355,13,Loyal Customers,Cluster_4
CUST_00070,4864.76,4,34,2024-02-18 02:58:15,2024-10-26 22:58:38,11,5,0,7,5,0.4545,1216.19,66.0,4,4864.76,3,4,5,345,12,Loyal Customers,Cluster_4
CUST_00462,3470.96,4,26,2024-03-26 00:01:34,2024-11-05 08:58:15,35,12,2,1,8,0.3429,867.74,56.6,4,3470.96,4,4,4,444,12,Champions,Cluster_4
CUST_00074,1925.96,3,14,2024-06-07 04:38:58,2024-12-30 14:40:18,46,17,3,4,10,0.3696,641.99,1.4,3,1925.96,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_02010,569.57,4,9,2024-02-25 22:51:06,2024-08-04 14:29:13,40,11,2,2,9,0.275,142.39,149.4,4,569.57,2,4,1,241,7,At Risk,Cluster_3
CUST_01281,3201.94,7,36,2024-02-09 09:08:45,2024-11-24 06:15:36,14,8,1,2,7,0.5714,457.42,37.7,7,3201.94,4,5,4,454,13,Champions,Cluster_4
CUST_02120,2642.05,1,17,2024-11-19 23:36:37,2024-11-19 23:36:37,49,10,4,5,10,0.2041,2642.05,42.0,1,2642.05,4,1,4,414,9,New Customers,Cluster_3
CUST_02172,2602.0,3,24,2024-02-07 03:50:17,2024-11-22 23:09:00,35,13,1,2,10,0.3714,867.33,39.0,3,2602.0,4,4,4,444,12,Champions,Cluster_3
CUST_01957,2169.49,5,24,2024-02-14 07:22:09,2024-05-20 07:42:35,26,6,2,3,5,0.2308,433.9,225.7,5,2169.49,1,5,3,153,9,Loyal Customers,Cluster_4
CUST_00987,1953.56,5,17,2024-01-31 02:48:10,2024-07-25 01:05:32,6,2,1,2,3,0.3333,390.71,160.0,5,1953.56,2,5,3,253,10,Loyal Customers,Cluster_4
CUST_00937,4071.08,4,33,2024-02-04 22:36:16,2024-12-28 06:43:55,31,6,0,7,7,0.1935,1017.77,3.7,4,4071.08,5,4,5,545,14,Champions,Cluster_1
CUST_01992,3573.97,3,34,2024-03-15 13:37:06,2024-07-18 08:49:19,34,7,2,5,7,0.2059,1191.32,166.6,3,3573.97,2,4,4,244,10,Loyal Customers,Cluster_4
CUST_01265,280.35,1,5,2024-03-19 20:14:23,2024-03-19 20:14:23,21,5,1,6,5,0.2381,280.35,287.2,1,280.35,1,1,1,111,3,Lost,Cluster_2
CUST_01423,159.45,1,1,2024-11-08 20:02:26,2024-11-08 20:02:26,10,1,0,0,3,0.1,159.45,53.2,1,159.45,4,1,1,411,6,New Customers,Cluster_2
CUST_00038,3339.32,4,23,2024-03-25 22:36:54,2024-10-24 10:25:06,36,9,0,3,7,0.25,834.83,68.6,4,3339.32,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_02060,32.2,1,1,2024-05-28 11:21:59,2024-05-28 11:21:59,12,3,2,2,5,0.25,32.2,217.5,1,32.2,1,1,1,111,3,Lost,Cluster_2
CUST_01656,5240.17,4,47,2024-01-17 03:39:01,2024-12-21 17:43:56,38,11,6,3,10,0.2895,1310.04,10.3,4,5240.17,5,4,5,545,14,Champions,Cluster_1
CUST_00059,616.95,1,7,2024-10-14 22:37:14,2024-10-14 22:37:14,29,8,1,1,9,0.2759,616.95,78.1,1,616.95,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_01334,2851.04,4,25,2024-05-24 14:41:50,2024-11-28 04:58:27,2,3,2,4,4,1.5,712.76,33.8,4,2851.04,4,4,4,444,12,Champions,Cluster_1
CUST_00951,1779.66,4,19,2024-01-29 06:03:43,2024-11-21 17:00:51,20,7,3,6,6,0.35,444.92,40.3,4,1779.66,4,4,3,443,11,Loyal Customers,Cluster_4
CUST_02044,3332.39,4,31,2024-03-22 19:16:58,2024-12-26 02:26:17,10,5,0,4,3,0.5,833.1,5.9,4,3332.39,5,4,4,544,13,Champions,Cluster_1
CUST_01837,2227.1,3,26,2024-07-28 15:55:16,2024-10-18 21:28:47,16,1,2,4,5,0.0625,742.37,74.1,3,2227.1,3,4,3,343,10,Loyal Customers,Cluster_3
CUST_01600,2858.59,5,26,2024-04-12 23:52:17,2024-12-21 19:01:16,38,10,3,4,10,0.2632,571.72,10.2,5,2858.59,5,5,4,554,14,Champions,Cluster_1
CUST_01955,764.76,2,9,2024-01-16 17:42:53,2024-09-15 02:21:59,17,4,5,4,5,0.2353,382.38,107.9,2,764.76,2,2,1,221,5,Lost,Cluster_3
CUST_00225,542.41,2,6,2024-06-07 09:08:58,2024-07-18 21:41:30,23,6,2,2,5,0.2609,271.2,166.1,2,542.41,2,2,1,221,5,Lost,Cluster_2
CUST_01884,732.84,1,8,2024-10-01 16:35:39,2024-10-01 16:35:39,17,8,1,3,6,0.4706,732.84,91.3,1,732.84,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_01892,384.32,2,3,2024-03-11 13:50:14,2024-05-28 00:37:38,22,9,1,1,6,0.4091,192.16,218.0,2,384.32,1,2,1,121,4,Lost,Cluster_2
CUST_00175,1375.43,3,18,2024-03-30 05:34:44,2024-09-25 07:19:29,5,2,1,4,3,0.4,458.48,97.7,3,1375.43,3,4,2,342,9,Potential Loyalists,Cluster_3
CUST_01678,1999.56,3,18,2024-05-30 09:17:34,2024-11-15 18:04:45,29,6,5,5,10,0.2069,666.52,46.2,3,1999.56,4,4,3,443,11,Loyal Customers,Cluster_3
CUST_01098,1008.02,1,7,2024-09-28 07:43:39,2024-09-28 07:43:39,27,10,1,1,8,0.3704,1008.02,94.7,1,1008.02,3,1,1,311,5,Potential Loyalists,Cluster_2
CUST_01915,2057.51,3,23,2024-04-14 01:20:38,2024-12-23 02:44:56,18,7,2,5,7,0.3889,685.84,8.9,3,2057.51,5,4,3,543,12,Loyal Customers,Cluster_1
CUST_01549,830.06,2,8,2024-08-29 17:30:31,2024-10-26 04:34:12,21,9,2,2,5,0.4286,415.03,66.8,2,830.06,3,2,1,321,6,Potential Loyalists,Cluster_3
CUST_00718,2887.46,6,26,2024-06-10 04:34:19,2024-11-18 11:44:11,11,7,1,2,3,0.6364,481.24,43.5,6,2887.46,4,5,4,454,13,Champions,Cluster_4
CUST_02239,2903.69,5,30,2024-02-22 13:08:58,2024-10-22 08:12:28,11,3,1,4,5,0.2727,580.74,70.7,5,2903.69,3,5,4,354,12,Loyal Customers,Cluster_4
CUST_01088,2586.68,3,24,2024-01-15 20:34:58,2024-11-10 20:27:09,36,11,0,4,9,0.3056,862.23,51.1,3,2586.68,4,4,4,444,12,Champions,Cluster_3
CUST_01718,2726.45,3,18,2024-03-28 04:38:03,2024-08-26 19:29:58,28,12,0,7,8,0.4286,908.82,127.2,3,2726.45,2,4,4,244,10,Loyal Customers,Cluster_3
CUST_00438,1428.52,2,10,2024-01-29 21:42:32,2024-02-21 02:05:47,27,9,1,4,9,0.3333,714.26,314.9,2,1428.52,1,2,2,122,5,Lost,Cluster_3
CUST_02299,3553.02,4,23,2024-06-29 07:17:02,2024-12-13 14:13:59,13,3,1,2,4,0.2308,888.25,18.4,4,3553.02,5,4,4,544,13,Champions,Cluster_1
CUST_01323,2982.82,2,23,2024-05-24 13:55:36,2024-11-30 12:43:30,11,1,0,0,3,0.0909,1491.41,31.5,2,2982.82,4,2,4,424,10,New Customers,Cluster_3
CUST_01556,1316.77,2,21,2024-01-06 12:39:26,2024-10-29 14:20:15,40,11,2,4,10,0.275,658.38,63.4,2,1316.77,3,2,2,322,7,Potential Loyalists,Cluster_3
CUST_02021,198.96,2,7,2024-10-27 01:16:39,2024-11-25 14:11:57,31,4,3,3,9,0.129,99.48,36.4,2,198.96,4,2,1,421,7,New Customers,Cluster_2
CUST_01289,3811.75,2,28,2024-07-05 21:29:23,2024-07-08 05:14:03,2,2,0,0,2,1.0,1905.88,176.8,2,3811.75,1,2,5,125,8,Potential Loyalists,Cluster_3
CUST_01602,840.38,1,6,2024-05-28 02:08:47,2024-05-28 02:08:47,10,5,1,3,5,0.5,840.38,217.9,1,840.38,1,1,1,111,3,Lost,Cluster_2
CUST_00357,3719.96,7,34,2024-01-14 16:00:53,2024-07-16 00:09:14,8,1,1,2,2,0.125,531.42,169.0,7,3719.96,2,5,5,255,12,Loyal Customers,Cluster_4
CUST_01153,1904.98,2,13,2024-01-18 15:56:54,2024-04-13 04:00:24,16,6,3,3,5,0.375,952.49,262.8,2,1904.98,1,2,3,123,6,Potential Loyalists,Cluster_3
CUST_00371,4504.69,3,30,2024-04-20 17:02:21,2024-06-03 02:18:20,34,8,4,5,8,0.2353,1501.56,211.9,3,4504.69,1,4,5,145,10,Loyal Customers,Cluster_4
CUST_02070,1483.25,1,13,2024-02-12 21:23:35,2024-02-12 21:23:35,7,2,0,1,2,0.2857,1483.25,323.1,1,1483.25,1,1,2,112,4,Lost,Cluster_2
CUST_02267,4276.14,6,40,2024-03-01 08:52:46,2024-12-30 21:13:40,8,3,2,2,3,0.375,712.69,1.1,6,4276.14,5,5,5,555,15,Champions,Cluster_1
CUST_00918,453.99,1,6,2024-07-16 02:48:34,2024-07-16 02:48:34,19,6,0,1,5,0.3158,453.99,168.9,1,453.99,2,1,1,211,4,Lost,Cluster_2
CUST_01353,3288.98,5,29,2024-02-08 19:48:00,2024-12-26 01:00:29,17,9,1,6,6,0.5294,657.8,6.0,5,3288.98,5,5,4,554,14,Champions,Cluster_1
CUST_02388,1743.04,2,12,2024-02-01 23:31:06,2024-03-30 01:30:11,33,11,1,7,10,0.3333,871.52,276.9,2,1743.04,1,2,2,122,5,Lost,Cluster_3
CUST_00127,1474.98,1,11,2024-07-03 01:53:07,2024-07-03 01:53:07,29,10,1,5,10,0.3448,1474.98,181.9,1,1474.98,1,1,2,112,4,Lost,Cluster_2
CUST_02423,2299.9,3,22,2024-03-16 04:59:06,2024-06-15 12:16:47,26,9,3,4,8,0.3462,766.63,199.5,3,2299.9,1,4,3,143,8,Loyal Customers,Cluster_3
CUST_01858,4080.51,5,34,2024-05-27 08:01:38,2024-11-23 17:39:08,16,7,3,4,7,0.4375,816.1,38.3,5,4080.51,4,5,5,455,14,Champions,Cluster_4
CUST_02196,1231.84,2,10,2024-01-09 22:43:52,2024-03-21 01:55:51,8,4,1,1,2,0.5,615.92,285.9,2,1231.84,1,2,2,122,5,Lost,Cluster_3
CUST_02189,2067.5,2,15,2024-07-15 17:58:19,2024-10-18 03:24:42,24,8,3,3,7,0.3333,1033.75,74.9,2,2067.5,3,2,3,323,8,Potential Loyalists,Cluster_3
CUST_00938,3197.07,4,23,2024-04-28 12:33:10,2024-12-25 08:54:30,8,3,1,2,5,0.375,799.27,6.6,4,3197.07,5,4,4,544,13,Champions,Cluster_1
CUST_02453,2670.73,4,27,2024-01-24 15:49:25,2024-12-21 03:30:55,19,7,1,3,5,0.3684,667.68,10.9,4,2670.73,5,4,4,544,13,Champions,Cluster_1
CUST_02481,3079.63,3,25,2024-02-21 13:52:30,2024-09-29 03:14:34,14,3,2,2,3,0.2143,1026.54,93.9,3,3079.63,3,4,4,344,11,Loyal Customers,Cluster_4
CUST_01357,3604.04,4,37,2024-05-13 02:27:37,2024-12-15 21:54:29,15,4,0,1,4,0.2667,901.01,16.1,4,3604.04,5,4,4,544,13,Champions,Cluster_1
CUST_00661,792.18,2,13,2024-07-28 10:05:37,2024-09-08 08:53:35,20,6,0,1,3,0.3,396.09,114.6,2,792.18,2,2,1,221,5,Lost,Cluster_3
CUST_01611,1153.14,3,9,2024-06-27 20:12:49,2024-07-15 07:05:01,17,7,1,0,5,0.4118,384.38,169.7,3,1153.14,2,4,2,242,8,At Risk,Cluster_3
CUST_00590,235.14,1,2,2024-08-28 02:27:22,2024-08-28 02:27:22,5,4,0,2,3,0.8,235.14,125.9,1,235.14,2,1,1,211,4,Lost,Cluster_2
